bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-008701,hust-obc-und-YH-008701,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/001_obs-unk-008701_hust-obc-und-YH-008701_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D3B,22,reviewed_metadata_only,2026-06-10
002,obs-unk-008702,hust-obc-und-YH-008702,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/002_obs-unk-008702_hust-obc-und-YH-008702_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D3E,22,reviewed_metadata_only,2026-06-10
003,obs-unk-008703,hust-obc-und-YH-008703,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/003_obs-unk-008703_hust-obc-und-YH-008703_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D3F,22,reviewed_metadata_only,2026-06-10
004,obs-unk-008704,hust-obc-und-YH-008704,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/004_obs-unk-008704_hust-obc-und-YH-008704_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D40,22,reviewed_metadata_only,2026-06-10
005,obs-unk-008705,hust-obc-und-YH-008705,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/005_obs-unk-008705_hust-obc-und-YH-008705_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D41,22,reviewed_metadata_only,2026-06-10
006,obs-unk-008706,hust-obc-und-YH-008706,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/006_obs-unk-008706_hust-obc-und-YH-008706_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D42,22,reviewed_metadata_only,2026-06-10
007,obs-unk-008707,hust-obc-und-YH-008707,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/007_obs-unk-008707_hust-obc-und-YH-008707_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D43,22,reviewed_metadata_only,2026-06-10
008,obs-unk-008708,hust-obc-und-YH-008708,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/008_obs-unk-008708_hust-obc-und-YH-008708_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D44,22,reviewed_metadata_only,2026-06-10
009,obs-unk-008709,hust-obc-und-YH-008709,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/009_obs-unk-008709_hust-obc-und-YH-008709_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D46,22,reviewed_metadata_only,2026-06-10
010,obs-unk-008710,hust-obc-und-YH-008710,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/010_obs-unk-008710_hust-obc-und-YH-008710_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D47,22,reviewed_metadata_only,2026-06-10
011,obs-unk-008711,hust-obc-und-YH-008711,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/011_obs-unk-008711_hust-obc-und-YH-008711_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D48,22,reviewed_metadata_only,2026-06-10
012,obs-unk-008712,hust-obc-und-YH-008712,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/012_obs-unk-008712_hust-obc-und-YH-008712_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D49,22,reviewed_metadata_only,2026-06-10
013,obs-unk-008713,hust-obc-und-YH-008713,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/013_obs-unk-008713_hust-obc-und-YH-008713_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D4A,22,reviewed_metadata_only,2026-06-10
014,obs-unk-008714,hust-obc-und-YH-008714,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/014_obs-unk-008714_hust-obc-und-YH-008714_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D4D,1,reviewed_metadata_only,2026-06-10
015,obs-unk-008715,hust-obc-und-YH-008715,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/015_obs-unk-008715_hust-obc-und-YH-008715_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D4E,22,reviewed_metadata_only,2026-06-10
016,obs-unk-008716,hust-obc-und-YH-008716,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/016_obs-unk-008716_hust-obc-und-YH-008716_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D4F,22,reviewed_metadata_only,2026-06-10
017,obs-unk-008717,hust-obc-und-YH-008717,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/017_obs-unk-008717_hust-obc-und-YH-008717_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D50,22,reviewed_metadata_only,2026-06-10
018,obs-unk-008718,hust-obc-und-YH-008718,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/018_obs-unk-008718_hust-obc-und-YH-008718_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D51,22,reviewed_metadata_only,2026-06-10
019,obs-unk-008719,hust-obc-und-YH-008719,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/019_obs-unk-008719_hust-obc-und-YH-008719_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D52,22,reviewed_metadata_only,2026-06-10
020,obs-unk-008720,hust-obc-und-YH-008720,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/020_obs-unk-008720_hust-obc-und-YH-008720_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D56,21,reviewed_metadata_only,2026-06-10
021,obs-unk-008721,hust-obc-und-YH-008721,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/021_obs-unk-008721_hust-obc-und-YH-008721_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D57,22,reviewed_metadata_only,2026-06-10
022,obs-unk-008722,hust-obc-und-YH-008722,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/022_obs-unk-008722_hust-obc-und-YH-008722_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D58,22,reviewed_metadata_only,2026-06-10
023,obs-unk-008723,hust-obc-und-YH-008723,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/023_obs-unk-008723_hust-obc-und-YH-008723_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D59,22,reviewed_metadata_only,2026-06-10
024,obs-unk-008724,hust-obc-und-YH-008724,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/024_obs-unk-008724_hust-obc-und-YH-008724_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D5B,22,reviewed_metadata_only,2026-06-10
025,obs-unk-008725,hust-obc-und-YH-008725,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/025_obs-unk-008725_hust-obc-und-YH-008725_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D5C,21,reviewed_metadata_only,2026-06-10
026,obs-unk-008726,hust-obc-und-YH-008726,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/026_obs-unk-008726_hust-obc-und-YH-008726_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D5E,22,reviewed_metadata_only,2026-06-10
027,obs-unk-008727,hust-obc-und-YH-008727,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/027_obs-unk-008727_hust-obc-und-YH-008727_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D60,21,reviewed_metadata_only,2026-06-10
028,obs-unk-008728,hust-obc-und-YH-008728,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/028_obs-unk-008728_hust-obc-und-YH-008728_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D62,22,reviewed_metadata_only,2026-06-10
029,obs-unk-008729,hust-obc-und-YH-008729,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/029_obs-unk-008729_hust-obc-und-YH-008729_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D63,22,reviewed_metadata_only,2026-06-10
030,obs-unk-008730,hust-obc-und-YH-008730,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/030_obs-unk-008730_hust-obc-und-YH-008730_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D64,22,reviewed_metadata_only,2026-06-10
031,obs-unk-008731,hust-obc-und-YH-008731,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/031_obs-unk-008731_hust-obc-und-YH-008731_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D69,22,reviewed_metadata_only,2026-06-10
032,obs-unk-008732,hust-obc-und-YH-008732,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/032_obs-unk-008732_hust-obc-und-YH-008732_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D6A,22,reviewed_metadata_only,2026-06-10
033,obs-unk-008733,hust-obc-und-YH-008733,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/033_obs-unk-008733_hust-obc-und-YH-008733_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D6B,22,reviewed_metadata_only,2026-06-10
034,obs-unk-008734,hust-obc-und-YH-008734,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/034_obs-unk-008734_hust-obc-und-YH-008734_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D6C,22,reviewed_metadata_only,2026-06-10
035,obs-unk-008735,hust-obc-und-YH-008735,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/035_obs-unk-008735_hust-obc-und-YH-008735_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D6E,22,reviewed_metadata_only,2026-06-10
036,obs-unk-008736,hust-obc-und-YH-008736,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/036_obs-unk-008736_hust-obc-und-YH-008736_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D6F,22,reviewed_metadata_only,2026-06-10
037,obs-unk-008737,hust-obc-und-YH-008737,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/037_obs-unk-008737_hust-obc-und-YH-008737_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D71,22,reviewed_metadata_only,2026-06-10
038,obs-unk-008738,hust-obc-und-YH-008738,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/038_obs-unk-008738_hust-obc-und-YH-008738_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D72,22,reviewed_metadata_only,2026-06-10
039,obs-unk-008739,hust-obc-und-YH-008739,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/039_obs-unk-008739_hust-obc-und-YH-008739_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D74,1,reviewed_metadata_only,2026-06-10
040,obs-unk-008740,hust-obc-und-YH-008740,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/040_obs-unk-008740_hust-obc-und-YH-008740_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D75,22,reviewed_metadata_only,2026-06-10
041,obs-unk-008741,hust-obc-und-YH-008741,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/041_obs-unk-008741_hust-obc-und-YH-008741_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D86,22,reviewed_metadata_only,2026-06-10
042,obs-unk-008742,hust-obc-und-YH-008742,corpus/001_oracle-characters/104_undeciphered-008701-008800_obs-unk-bucket_oracle-character-candidates/042_obs-unk-008742_hust-obc-und-YH-008742_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,60D8F,21,reviewed_metadata_only,2026-06-10
