bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-007601,hust-obc-und-YH-007601,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/001_obs-unk-007601_hust-obc-und-YH-007601_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6012C,1,reviewed_metadata_only,2026-06-10
002,obs-unk-007602,hust-obc-und-YH-007602,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/002_obs-unk-007602_hust-obc-und-YH-007602_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6013B,24,reviewed_metadata_only,2026-06-10
003,obs-unk-007603,hust-obc-und-YH-007603,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/003_obs-unk-007603_hust-obc-und-YH-007603_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6013C,24,reviewed_metadata_only,2026-06-10
004,obs-unk-007604,hust-obc-und-YH-007604,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/004_obs-unk-007604_hust-obc-und-YH-007604_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6014A,24,reviewed_metadata_only,2026-06-10
005,obs-unk-007605,hust-obc-und-YH-007605,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/005_obs-unk-007605_hust-obc-und-YH-007605_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6014B,24,reviewed_metadata_only,2026-06-10
006,obs-unk-007606,hust-obc-und-YH-007606,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/006_obs-unk-007606_hust-obc-und-YH-007606_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6014C,24,reviewed_metadata_only,2026-06-10
007,obs-unk-007607,hust-obc-und-YH-007607,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/007_obs-unk-007607_hust-obc-und-YH-007607_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6014D,24,reviewed_metadata_only,2026-06-10
008,obs-unk-007608,hust-obc-und-YH-007608,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/008_obs-unk-007608_hust-obc-und-YH-007608_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6014E,24,reviewed_metadata_only,2026-06-10
009,obs-unk-007609,hust-obc-und-YH-007609,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/009_obs-unk-007609_hust-obc-und-YH-007609_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6015A,24,reviewed_metadata_only,2026-06-10
010,obs-unk-007610,hust-obc-und-YH-007610,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/010_obs-unk-007610_hust-obc-und-YH-007610_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6015B,24,reviewed_metadata_only,2026-06-10
011,obs-unk-007611,hust-obc-und-YH-007611,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/011_obs-unk-007611_hust-obc-und-YH-007611_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6015D,24,reviewed_metadata_only,2026-06-10
012,obs-unk-007612,hust-obc-und-YH-007612,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/012_obs-unk-007612_hust-obc-und-YH-007612_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6015E,23,reviewed_metadata_only,2026-06-10
013,obs-unk-007613,hust-obc-und-YH-007613,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/013_obs-unk-007613_hust-obc-und-YH-007613_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6016A,24,reviewed_metadata_only,2026-06-10
014,obs-unk-007614,hust-obc-und-YH-007614,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/014_obs-unk-007614_hust-obc-und-YH-007614_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6016B,24,reviewed_metadata_only,2026-06-10
015,obs-unk-007615,hust-obc-und-YH-007615,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/015_obs-unk-007615_hust-obc-und-YH-007615_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6016C,24,reviewed_metadata_only,2026-06-10
016,obs-unk-007616,hust-obc-und-YH-007616,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/016_obs-unk-007616_hust-obc-und-YH-007616_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6016E,24,reviewed_metadata_only,2026-06-10
017,obs-unk-007617,hust-obc-und-YH-007617,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/017_obs-unk-007617_hust-obc-und-YH-007617_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6016F,24,reviewed_metadata_only,2026-06-10
018,obs-unk-007618,hust-obc-und-YH-007618,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/018_obs-unk-007618_hust-obc-und-YH-007618_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6018C,24,reviewed_metadata_only,2026-06-10
019,obs-unk-007619,hust-obc-und-YH-007619,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/019_obs-unk-007619_hust-obc-und-YH-007619_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6018D,24,reviewed_metadata_only,2026-06-10
020,obs-unk-007620,hust-obc-und-YH-007620,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/020_obs-unk-007620_hust-obc-und-YH-007620_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6018F,1,reviewed_metadata_only,2026-06-10
021,obs-unk-007621,hust-obc-und-YH-007621,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/021_obs-unk-007621_hust-obc-und-YH-007621_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6019C,23,reviewed_metadata_only,2026-06-10
022,obs-unk-007622,hust-obc-und-YH-007622,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/022_obs-unk-007622_hust-obc-und-YH-007622_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6019D,24,reviewed_metadata_only,2026-06-10
023,obs-unk-007623,hust-obc-und-YH-007623,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/023_obs-unk-007623_hust-obc-und-YH-007623_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6019E,24,reviewed_metadata_only,2026-06-10
024,obs-unk-007624,hust-obc-und-YH-007624,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/024_obs-unk-007624_hust-obc-und-YH-007624_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601A2,1,reviewed_metadata_only,2026-06-10
025,obs-unk-007625,hust-obc-und-YH-007625,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/025_obs-unk-007625_hust-obc-und-YH-007625_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601A3,24,reviewed_metadata_only,2026-06-10
026,obs-unk-007626,hust-obc-und-YH-007626,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/026_obs-unk-007626_hust-obc-und-YH-007626_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601A4,23,reviewed_metadata_only,2026-06-10
027,obs-unk-007627,hust-obc-und-YH-007627,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/027_obs-unk-007627_hust-obc-und-YH-007627_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601A9,24,reviewed_metadata_only,2026-06-10
028,obs-unk-007628,hust-obc-und-YH-007628,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/028_obs-unk-007628_hust-obc-und-YH-007628_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601AA,24,reviewed_metadata_only,2026-06-10
029,obs-unk-007629,hust-obc-und-YH-007629,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/029_obs-unk-007629_hust-obc-und-YH-007629_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601AE,24,reviewed_metadata_only,2026-06-10
030,obs-unk-007630,hust-obc-und-YH-007630,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/030_obs-unk-007630_hust-obc-und-YH-007630_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601B1,1,reviewed_metadata_only,2026-06-10
031,obs-unk-007631,hust-obc-und-YH-007631,corpus/001_oracle-characters/093_undeciphered-007601-007700_obs-unk-bucket_oracle-character-candidates/031_obs-unk-007631_hust-obc-und-YH-007631_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,601B2,24,reviewed_metadata_only,2026-06-10
