bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-004401,hust-obc-und-L-004401,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/001_obs-unk-004401_hust-obc-und-L-004401_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4401,1,reviewed_metadata_only,2026-06-10
002,obs-unk-004402,hust-obc-und-L-004402,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/002_obs-unk-004402_hust-obc-und-L-004402_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4402,1,reviewed_metadata_only,2026-06-10
003,obs-unk-004403,hust-obc-und-L-004403,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/003_obs-unk-004403_hust-obc-und-L-004403_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4403,1,reviewed_metadata_only,2026-06-10
004,obs-unk-004404,hust-obc-und-L-004404,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/004_obs-unk-004404_hust-obc-und-L-004404_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4404,1,reviewed_metadata_only,2026-06-10
005,obs-unk-004405,hust-obc-und-L-004405,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/005_obs-unk-004405_hust-obc-und-L-004405_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4405,1,reviewed_metadata_only,2026-06-10
006,obs-unk-004406,hust-obc-und-L-004406,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/006_obs-unk-004406_hust-obc-und-L-004406_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4406,1,reviewed_metadata_only,2026-06-10
007,obs-unk-004407,hust-obc-und-L-004407,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/007_obs-unk-004407_hust-obc-und-L-004407_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4407,1,reviewed_metadata_only,2026-06-10
008,obs-unk-004408,hust-obc-und-L-004408,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/008_obs-unk-004408_hust-obc-und-L-004408_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4408,1,reviewed_metadata_only,2026-06-10
009,obs-unk-004409,hust-obc-und-L-004409,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/009_obs-unk-004409_hust-obc-und-L-004409_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4409,1,reviewed_metadata_only,2026-06-10
010,obs-unk-004410,hust-obc-und-L-004410,corpus/001_oracle-characters/061_undeciphered-004401-004500_obs-unk-bucket_oracle-character-candidates/010_obs-unk-004410_hust-obc-und-L-004410_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,4410,1,reviewed_metadata_only,2026-06-10
