bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-003401,hust-obc-und-L-003401,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/001_obs-unk-003401_hust-obc-und-L-003401_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3401,1,reviewed_metadata_only,2026-06-10
002,obs-unk-003402,hust-obc-und-L-003402,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/002_obs-unk-003402_hust-obc-und-L-003402_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3402,1,reviewed_metadata_only,2026-06-10
003,obs-unk-003403,hust-obc-und-L-003403,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/003_obs-unk-003403_hust-obc-und-L-003403_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3403,1,reviewed_metadata_only,2026-06-10
004,obs-unk-003404,hust-obc-und-L-003404,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/004_obs-unk-003404_hust-obc-und-L-003404_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3404,1,reviewed_metadata_only,2026-06-10
005,obs-unk-003405,hust-obc-und-L-003405,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/005_obs-unk-003405_hust-obc-und-L-003405_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3405,1,reviewed_metadata_only,2026-06-10
006,obs-unk-003406,hust-obc-und-L-003406,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/006_obs-unk-003406_hust-obc-und-L-003406_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3406,1,reviewed_metadata_only,2026-06-10
007,obs-unk-003407,hust-obc-und-L-003407,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/007_obs-unk-003407_hust-obc-und-L-003407_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3407,1,reviewed_metadata_only,2026-06-10
008,obs-unk-003408,hust-obc-und-L-003408,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/008_obs-unk-003408_hust-obc-und-L-003408_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3408,1,reviewed_metadata_only,2026-06-10
009,obs-unk-003409,hust-obc-und-L-003409,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/009_obs-unk-003409_hust-obc-und-L-003409_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3409,1,reviewed_metadata_only,2026-06-10
010,obs-unk-003410,hust-obc-und-L-003410,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/010_obs-unk-003410_hust-obc-und-L-003410_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3410,1,reviewed_metadata_only,2026-06-10
011,obs-unk-003411,hust-obc-und-L-003411,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/011_obs-unk-003411_hust-obc-und-L-003411_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3411,1,reviewed_metadata_only,2026-06-10
012,obs-unk-003412,hust-obc-und-L-003412,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/012_obs-unk-003412_hust-obc-und-L-003412_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3412,1,reviewed_metadata_only,2026-06-10
013,obs-unk-003413,hust-obc-und-L-003413,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/013_obs-unk-003413_hust-obc-und-L-003413_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3413,1,reviewed_metadata_only,2026-06-10
014,obs-unk-003414,hust-obc-und-L-003414,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/014_obs-unk-003414_hust-obc-und-L-003414_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3414,1,reviewed_metadata_only,2026-06-10
015,obs-unk-003415,hust-obc-und-L-003415,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/015_obs-unk-003415_hust-obc-und-L-003415_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3415,1,reviewed_metadata_only,2026-06-10
016,obs-unk-003416,hust-obc-und-L-003416,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/016_obs-unk-003416_hust-obc-und-L-003416_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3416,1,reviewed_metadata_only,2026-06-10
017,obs-unk-003417,hust-obc-und-L-003417,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/017_obs-unk-003417_hust-obc-und-L-003417_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3417,1,reviewed_metadata_only,2026-06-10
018,obs-unk-003418,hust-obc-und-L-003418,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/018_obs-unk-003418_hust-obc-und-L-003418_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3418,1,reviewed_metadata_only,2026-06-10
019,obs-unk-003419,hust-obc-und-L-003419,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/019_obs-unk-003419_hust-obc-und-L-003419_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3419,1,reviewed_metadata_only,2026-06-10
020,obs-unk-003420,hust-obc-und-L-003420,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/020_obs-unk-003420_hust-obc-und-L-003420_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3420,1,reviewed_metadata_only,2026-06-10
021,obs-unk-003421,hust-obc-und-L-003421,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/021_obs-unk-003421_hust-obc-und-L-003421_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3421,1,reviewed_metadata_only,2026-06-10
022,obs-unk-003422,hust-obc-und-L-003422,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/022_obs-unk-003422_hust-obc-und-L-003422_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3422,1,reviewed_metadata_only,2026-06-10
023,obs-unk-003423,hust-obc-und-L-003423,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/023_obs-unk-003423_hust-obc-und-L-003423_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3423,1,reviewed_metadata_only,2026-06-10
024,obs-unk-003424,hust-obc-und-L-003424,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/024_obs-unk-003424_hust-obc-und-L-003424_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3424,1,reviewed_metadata_only,2026-06-10
025,obs-unk-003425,hust-obc-und-L-003425,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/025_obs-unk-003425_hust-obc-und-L-003425_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3425,1,reviewed_metadata_only,2026-06-10
026,obs-unk-003426,hust-obc-und-L-003426,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/026_obs-unk-003426_hust-obc-und-L-003426_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3426,1,reviewed_metadata_only,2026-06-10
027,obs-unk-003427,hust-obc-und-L-003427,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/027_obs-unk-003427_hust-obc-und-L-003427_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3427,1,reviewed_metadata_only,2026-06-10
028,obs-unk-003428,hust-obc-und-L-003428,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/028_obs-unk-003428_hust-obc-und-L-003428_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3428,1,reviewed_metadata_only,2026-06-10
029,obs-unk-003429,hust-obc-und-L-003429,corpus/001_oracle-characters/051_undeciphered-003401-003500_obs-unk-bucket_oracle-character-candidates/029_obs-unk-003429_hust-obc-und-L-003429_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3429,1,reviewed_metadata_only,2026-06-10
