bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-015-row-001,hust-obc-obs-char-promo-001401,obs-char-001401,015_001401-001500_obs-char-bucket_oracle-characters,1401_obs-char-001401_hust-obc-cat-1569_oracle-character,obs-cand-001401,src-hust-obc,hust-obc-cat-1569,1569,01569,1400,hust-obc-label-xwalk-1401,㨗,U+3A17,1,false,1,hust-obc-src-cat-1569,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-002,hust-obc-obs-char-promo-001402,obs-char-001402,015_001401-001500_obs-char-bucket_oracle-characters,1402_obs-char-001402_hust-obc-cat-1570_oracle-character,obs-cand-001402,src-hust-obc,hust-obc-cat-1570,1570,01570,1401,hust-obc-label-xwalk-1402,㨘,U+3A18,1,false,1,hust-obc-src-cat-1570,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-003,hust-obc-obs-char-promo-001403,obs-char-001403,015_001401-001500_obs-char-bucket_oracle-characters,1403_obs-char-001403_hust-obc-cat-1571_1572_oracle-character,obs-cand-001403,src-hust-obc,hust-obc-cat-1571_1572,1571_1572,01571;01572,1402,hust-obc-label-xwalk-1403,㨙㨚,U+3A19;U+3A1A,2,true,2,hust-obc-src-cat-1571;hust-obc-src-cat-1572,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-004,hust-obc-obs-char-promo-001404,obs-char-001404,015_001401-001500_obs-char-bucket_oracle-characters,1404_obs-char-001404_hust-obc-cat-1573_oracle-character,obs-cand-001404,src-hust-obc,hust-obc-cat-1573,1573,01573,1403,hust-obc-label-xwalk-1404,㨛,U+3A1B,1,false,1,hust-obc-src-cat-1573,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-005,hust-obc-obs-char-promo-001405,obs-char-001405,015_001401-001500_obs-char-bucket_oracle-characters,1405_obs-char-001405_hust-obc-cat-1574_oracle-character,obs-cand-001405,src-hust-obc,hust-obc-cat-1574,1574,01574,1404,hust-obc-label-xwalk-1405,㨜,U+3A1C,1,false,1,hust-obc-src-cat-1574,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-006,hust-obc-obs-char-promo-001406,obs-char-001406,015_001401-001500_obs-char-bucket_oracle-characters,1406_obs-char-001406_hust-obc-cat-1575_oracle-character,obs-cand-001406,src-hust-obc,hust-obc-cat-1575,1575,01575,1405,hust-obc-label-xwalk-1406,㨝,U+3A1D,1,false,1,hust-obc-src-cat-1575,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-007,hust-obc-obs-char-promo-001407,obs-char-001407,015_001401-001500_obs-char-bucket_oracle-characters,1407_obs-char-001407_hust-obc-cat-1576_oracle-character,obs-cand-001407,src-hust-obc,hust-obc-cat-1576,1576,01576,1406,hust-obc-label-xwalk-1407,㨞,U+3A1E,1,false,1,hust-obc-src-cat-1576,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-008,hust-obc-obs-char-promo-001408,obs-char-001408,015_001401-001500_obs-char-bucket_oracle-characters,1408_obs-char-001408_hust-obc-cat-1577_oracle-character,obs-cand-001408,src-hust-obc,hust-obc-cat-1577,1577,01577,1407,hust-obc-label-xwalk-1408,㨟,U+3A1F,1,false,1,hust-obc-src-cat-1577,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-009,hust-obc-obs-char-promo-001409,obs-char-001409,015_001401-001500_obs-char-bucket_oracle-characters,1409_obs-char-001409_hust-obc-cat-1578_oracle-character,obs-cand-001409,src-hust-obc,hust-obc-cat-1578,1578,01578,1408,hust-obc-label-xwalk-1409,㨠,U+3A20,1,false,1,hust-obc-src-cat-1578,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-015-row-010,hust-obc-obs-char-promo-001410,obs-char-001410,015_001401-001500_obs-char-bucket_oracle-characters,1410_obs-char-001410_hust-obc-cat-1579_oracle-character,obs-cand-001410,src-hust-obc,hust-obc-cat-1579,1579,01579,1409,hust-obc-label-xwalk-1410,㨡,U+3A21,1,false,1,hust-obc-src-cat-1579,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
