candidate_packet_id,suggested_oracle_character_id,candidate_packet_path,source_id,primary_external_ref_id,source_label_candidate,source_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,promotion_queue_id,candidate_class_id,source_category_row_ids,assignment_status,promotion_status,decipherment_status,dataset_label_status,rights_status,review_status,research_boundary,caution,updated_at
hust-obc-candidate-packet-001401,obs-char-001401,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1401_obs-char-001401_hust-obc-cat-1569_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1569,㨗,U+3A17,1,false,1,hust-obc-obs-char-promo-001401,obs-cand-001401,hust-obc-src-cat-1569,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001402,obs-char-001402,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1402_obs-char-001402_hust-obc-cat-1570_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1570,㨘,U+3A18,1,false,1,hust-obc-obs-char-promo-001402,obs-cand-001402,hust-obc-src-cat-1570,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001403,obs-char-001403,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1403_obs-char-001403_hust-obc-cat-1571_1572_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1571_1572,㨙㨚,U+3A19;U+3A1A,2,true,2,hust-obc-obs-char-promo-001403,obs-cand-001403,hust-obc-src-cat-1571;hust-obc-src-cat-1572,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001404,obs-char-001404,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1404_obs-char-001404_hust-obc-cat-1573_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1573,㨛,U+3A1B,1,false,1,hust-obc-obs-char-promo-001404,obs-cand-001404,hust-obc-src-cat-1573,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001405,obs-char-001405,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1405_obs-char-001405_hust-obc-cat-1574_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1574,㨜,U+3A1C,1,false,1,hust-obc-obs-char-promo-001405,obs-cand-001405,hust-obc-src-cat-1574,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001406,obs-char-001406,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1406_obs-char-001406_hust-obc-cat-1575_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1575,㨝,U+3A1D,1,false,1,hust-obc-obs-char-promo-001406,obs-cand-001406,hust-obc-src-cat-1575,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001407,obs-char-001407,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1407_obs-char-001407_hust-obc-cat-1576_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1576,㨞,U+3A1E,1,false,1,hust-obc-obs-char-promo-001407,obs-cand-001407,hust-obc-src-cat-1576,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001408,obs-char-001408,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1408_obs-char-001408_hust-obc-cat-1577_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1577,㨟,U+3A1F,1,false,1,hust-obc-obs-char-promo-001408,obs-cand-001408,hust-obc-src-cat-1577,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001409,obs-char-001409,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1409_obs-char-001409_hust-obc-cat-1578_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1578,㨠,U+3A20,1,false,1,hust-obc-obs-char-promo-001409,obs-cand-001409,hust-obc-src-cat-1578,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001410,obs-char-001410,corpus/001_oracle-characters/015_001401-001500_obs-char-bucket_oracle-characters/1410_obs-char-001410_hust-obc-cat-1579_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1579,㨡,U+3A21,1,false,1,hust-obc-obs-char-promo-001410,obs-cand-001410,hust-obc-src-cat-1579,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
