project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-007901,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7901_obs-evo-cand-007901_evobc-cat-07901_evolution-candidate/08_evolution-dossier-index.json,衋,U+884B,9,needs_human_evolution_review,2026-06-20
obs-evo-cand-007902,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7902_obs-evo-cand-007902_evobc-cat-07902_evolution-candidate/08_evolution-dossier-index.json,行,U+884C,335,needs_human_evolution_review,2026-06-20
obs-evo-cand-007903,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7903_obs-evo-cand-007903_evobc-cat-07903_evolution-candidate/08_evolution-dossier-index.json,衍,U+884D,42,needs_human_evolution_review,2026-06-20
obs-evo-cand-007904,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7904_obs-evo-cand-007904_evobc-cat-07904_evolution-candidate/08_evolution-dossier-index.json,衎,U+884E,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007905,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7905_obs-evo-cand-007905_evobc-cat-07905_evolution-candidate/08_evolution-dossier-index.json,衒,U+8852,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007906,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7906_obs-evo-cand-007906_evobc-cat-07906_evolution-candidate/08_evolution-dossier-index.json,術,U+8853,15,needs_human_evolution_review,2026-06-20
obs-evo-cand-007907,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7907_obs-evo-cand-007907_evobc-cat-07907_evolution-candidate/08_evolution-dossier-index.json,衔,U+8854,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-007908,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7908_obs-evo-cand-007908_evobc-cat-07908_evolution-candidate/08_evolution-dossier-index.json,衖,U+8856,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-007909,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7909_obs-evo-cand-007909_evobc-cat-07909_evolution-candidate/08_evolution-dossier-index.json,街,U+8857,32,needs_human_evolution_review,2026-06-20
obs-evo-cand-007910,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/080_007901-008000_obs-evo-cand-bucket_evolution-candidates/7910_obs-evo-cand-007910_evobc-cat-07910_evolution-candidate/08_evolution-dossier-index.json,衙,U+8859,2,needs_human_evolution_review,2026-06-20
