bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-006-row-001,hust-obc-obs-char-promo-000501,obs-char-000501,006_000501-000600_obs-char-bucket_oracle-characters,501_obs-char-000501_hust-obc-cat-0572_oracle-character,obs-cand-000501,src-hust-obc,hust-obc-cat-0572,0572,00572,500,hust-obc-label-xwalk-0501,㘲,U+3632,1,false,1,hust-obc-src-cat-0572,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-002,hust-obc-obs-char-promo-000502,obs-char-000502,006_000501-000600_obs-char-bucket_oracle-characters,502_obs-char-000502_hust-obc-cat-0573_oracle-character,obs-cand-000502,src-hust-obc,hust-obc-cat-0573,0573,00573,501,hust-obc-label-xwalk-0502,㘳,U+3633,1,false,1,hust-obc-src-cat-0573,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-003,hust-obc-obs-char-promo-000503,obs-char-000503,006_000501-000600_obs-char-bucket_oracle-characters,503_obs-char-000503_hust-obc-cat-0574_oracle-character,obs-cand-000503,src-hust-obc,hust-obc-cat-0574,0574,00574,502,hust-obc-label-xwalk-0503,㘴,U+3634,1,false,1,hust-obc-src-cat-0574,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-004,hust-obc-obs-char-promo-000504,obs-char-000504,006_000501-000600_obs-char-bucket_oracle-characters,504_obs-char-000504_hust-obc-cat-0575_oracle-character,obs-cand-000504,src-hust-obc,hust-obc-cat-0575,0575,00575,503,hust-obc-label-xwalk-0504,㘵,U+3635,1,false,1,hust-obc-src-cat-0575,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-005,hust-obc-obs-char-promo-000505,obs-char-000505,006_000501-000600_obs-char-bucket_oracle-characters,505_obs-char-000505_hust-obc-cat-0576_oracle-character,obs-cand-000505,src-hust-obc,hust-obc-cat-0576,0576,00576,504,hust-obc-label-xwalk-0505,㘶,U+3636,1,false,1,hust-obc-src-cat-0576,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-006,hust-obc-obs-char-promo-000506,obs-char-000506,006_000501-000600_obs-char-bucket_oracle-characters,506_obs-char-000506_hust-obc-cat-0577_oracle-character,obs-cand-000506,src-hust-obc,hust-obc-cat-0577,0577,00577,505,hust-obc-label-xwalk-0506,㘷,U+3637,1,false,1,hust-obc-src-cat-0577,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-007,hust-obc-obs-char-promo-000507,obs-char-000507,006_000501-000600_obs-char-bucket_oracle-characters,507_obs-char-000507_hust-obc-cat-0578_oracle-character,obs-cand-000507,src-hust-obc,hust-obc-cat-0578,0578,00578,506,hust-obc-label-xwalk-0507,㘸,U+3638,1,false,1,hust-obc-src-cat-0578,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-008,hust-obc-obs-char-promo-000508,obs-char-000508,006_000501-000600_obs-char-bucket_oracle-characters,508_obs-char-000508_hust-obc-cat-0579_oracle-character,obs-cand-000508,src-hust-obc,hust-obc-cat-0579,0579,00579,507,hust-obc-label-xwalk-0508,㘹,U+3639,1,false,1,hust-obc-src-cat-0579,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-009,hust-obc-obs-char-promo-000509,obs-char-000509,006_000501-000600_obs-char-bucket_oracle-characters,509_obs-char-000509_hust-obc-cat-0580_oracle-character,obs-cand-000509,src-hust-obc,hust-obc-cat-0580,0580,00580,508,hust-obc-label-xwalk-0509,㘺,U+363A,1,false,1,hust-obc-src-cat-0580,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-010,hust-obc-obs-char-promo-000510,obs-char-000510,006_000501-000600_obs-char-bucket_oracle-characters,510_obs-char-000510_hust-obc-cat-0581_oracle-character,obs-cand-000510,src-hust-obc,hust-obc-cat-0581,0581,00581,509,hust-obc-label-xwalk-0510,㘻,U+363B,1,false,1,hust-obc-src-cat-0581,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-011,hust-obc-obs-char-promo-000511,obs-char-000511,006_000501-000600_obs-char-bucket_oracle-characters,511_obs-char-000511_hust-obc-cat-0582_oracle-character,obs-cand-000511,src-hust-obc,hust-obc-cat-0582,0582,00582,510,hust-obc-label-xwalk-0511,㘼,U+363C,1,false,1,hust-obc-src-cat-0582,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-012,hust-obc-obs-char-promo-000512,obs-char-000512,006_000501-000600_obs-char-bucket_oracle-characters,512_obs-char-000512_hust-obc-cat-0583_oracle-character,obs-cand-000512,src-hust-obc,hust-obc-cat-0583,0583,00583,511,hust-obc-label-xwalk-0512,㘽,U+363D,1,false,1,hust-obc-src-cat-0583,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-013,hust-obc-obs-char-promo-000513,obs-char-000513,006_000501-000600_obs-char-bucket_oracle-characters,513_obs-char-000513_hust-obc-cat-0584_oracle-character,obs-cand-000513,src-hust-obc,hust-obc-cat-0584,0584,00584,512,hust-obc-label-xwalk-0513,㘾,U+363E,1,false,1,hust-obc-src-cat-0584,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-014,hust-obc-obs-char-promo-000514,obs-char-000514,006_000501-000600_obs-char-bucket_oracle-characters,514_obs-char-000514_hust-obc-cat-0585_oracle-character,obs-cand-000514,src-hust-obc,hust-obc-cat-0585,0585,00585,513,hust-obc-label-xwalk-0514,㘿,U+363F,1,false,1,hust-obc-src-cat-0585,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-015,hust-obc-obs-char-promo-000515,obs-char-000515,006_000501-000600_obs-char-bucket_oracle-characters,515_obs-char-000515_hust-obc-cat-0586_oracle-character,obs-cand-000515,src-hust-obc,hust-obc-cat-0586,0586,00586,514,hust-obc-label-xwalk-0515,㙀,U+3640,1,false,1,hust-obc-src-cat-0586,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-016,hust-obc-obs-char-promo-000516,obs-char-000516,006_000501-000600_obs-char-bucket_oracle-characters,516_obs-char-000516_hust-obc-cat-0587_0588_0589_oracle-character,obs-cand-000516,src-hust-obc,hust-obc-cat-0587_0588_0589,0587_0588_0589,00587;00588;00589,515,hust-obc-label-xwalk-0516,㙁㙂㙃,U+3641;U+3642;U+3643,3,true,3,hust-obc-src-cat-0587;hust-obc-src-cat-0588;hust-obc-src-cat-0589,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-017,hust-obc-obs-char-promo-000517,obs-char-000517,006_000501-000600_obs-char-bucket_oracle-characters,517_obs-char-000517_hust-obc-cat-0590_oracle-character,obs-cand-000517,src-hust-obc,hust-obc-cat-0590,0590,00590,516,hust-obc-label-xwalk-0517,㙄,U+3644,1,false,1,hust-obc-src-cat-0590,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-018,hust-obc-obs-char-promo-000518,obs-char-000518,006_000501-000600_obs-char-bucket_oracle-characters,518_obs-char-000518_hust-obc-cat-0591_oracle-character,obs-cand-000518,src-hust-obc,hust-obc-cat-0591,0591,00591,517,hust-obc-label-xwalk-0518,㙅,U+3645,1,false,1,hust-obc-src-cat-0591,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-019,hust-obc-obs-char-promo-000519,obs-char-000519,006_000501-000600_obs-char-bucket_oracle-characters,519_obs-char-000519_hust-obc-cat-0592_oracle-character,obs-cand-000519,src-hust-obc,hust-obc-cat-0592,0592,00592,518,hust-obc-label-xwalk-0519,㙆,U+3646,1,false,1,hust-obc-src-cat-0592,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-006-row-020,hust-obc-obs-char-promo-000520,obs-char-000520,006_000501-000600_obs-char-bucket_oracle-characters,520_obs-char-000520_hust-obc-cat-0593_oracle-character,obs-cand-000520,src-hust-obc,hust-obc-cat-0593,0593,00593,519,hust-obc-label-xwalk-0520,㙇,U+3647,1,false,1,hust-obc-src-cat-0593,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
