project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-001901,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1901_obs-evo-cand-001901_evobc-cat-01901_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1901_obs-evo-cand-001901_evobc-cat-01901_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1901_obs-evo-cand-001901_evobc-cat-01901_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1901_obs-evo-cand-001901_evobc-cat-01901_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1901_obs-evo-cand-001901_evobc-cat-01901_evolution-candidate/04_human-review-sheet.md,堙,U+5819,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-001902,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1902_obs-evo-cand-001902_evobc-cat-01902_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1902_obs-evo-cand-001902_evobc-cat-01902_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1902_obs-evo-cand-001902_evobc-cat-01902_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1902_obs-evo-cand-001902_evobc-cat-01902_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1902_obs-evo-cand-001902_evobc-cat-01902_evolution-candidate/04_human-review-sheet.md,堛,U+581B,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-001903,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1903_obs-evo-cand-001903_evobc-cat-01903_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1903_obs-evo-cand-001903_evobc-cat-01903_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1903_obs-evo-cand-001903_evobc-cat-01903_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1903_obs-evo-cand-001903_evobc-cat-01903_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1903_obs-evo-cand-001903_evobc-cat-01903_evolution-candidate/04_human-review-sheet.md,堣,U+5823,29,needs_human_evolution_review,2026-06-20
obs-evo-cand-001904,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1904_obs-evo-cand-001904_evobc-cat-01904_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1904_obs-evo-cand-001904_evobc-cat-01904_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1904_obs-evo-cand-001904_evobc-cat-01904_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1904_obs-evo-cand-001904_evobc-cat-01904_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1904_obs-evo-cand-001904_evobc-cat-01904_evolution-candidate/04_human-review-sheet.md,堤,U+5824,8,needs_human_evolution_review,2026-06-20
obs-evo-cand-001905,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1905_obs-evo-cand-001905_evobc-cat-01905_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1905_obs-evo-cand-001905_evobc-cat-01905_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1905_obs-evo-cand-001905_evobc-cat-01905_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1905_obs-evo-cand-001905_evobc-cat-01905_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1905_obs-evo-cand-001905_evobc-cat-01905_evolution-candidate/04_human-review-sheet.md,堨,U+5828,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-001906,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1906_obs-evo-cand-001906_evobc-cat-01906_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1906_obs-evo-cand-001906_evobc-cat-01906_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1906_obs-evo-cand-001906_evobc-cat-01906_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1906_obs-evo-cand-001906_evobc-cat-01906_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1906_obs-evo-cand-001906_evobc-cat-01906_evolution-candidate/04_human-review-sheet.md,堪,U+582A,10,needs_human_evolution_review,2026-06-20
obs-evo-cand-001907,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1907_obs-evo-cand-001907_evobc-cat-01907_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1907_obs-evo-cand-001907_evobc-cat-01907_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1907_obs-evo-cand-001907_evobc-cat-01907_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1907_obs-evo-cand-001907_evobc-cat-01907_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1907_obs-evo-cand-001907_evobc-cat-01907_evolution-candidate/04_human-review-sheet.md,堫,U+582B,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-001908,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1908_obs-evo-cand-001908_evobc-cat-01908_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1908_obs-evo-cand-001908_evobc-cat-01908_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1908_obs-evo-cand-001908_evobc-cat-01908_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1908_obs-evo-cand-001908_evobc-cat-01908_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1908_obs-evo-cand-001908_evobc-cat-01908_evolution-candidate/04_human-review-sheet.md,堯,U+582F,79,needs_human_evolution_review,2026-06-20
obs-evo-cand-001909,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1909_obs-evo-cand-001909_evobc-cat-01909_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1909_obs-evo-cand-001909_evobc-cat-01909_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1909_obs-evo-cand-001909_evobc-cat-01909_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1909_obs-evo-cand-001909_evobc-cat-01909_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1909_obs-evo-cand-001909_evobc-cat-01909_evolution-candidate/04_human-review-sheet.md,報,U+5831,34,needs_human_evolution_review,2026-06-20
obs-evo-cand-001910,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1910_obs-evo-cand-001910_evobc-cat-01910_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1910_obs-evo-cand-001910_evobc-cat-01910_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1910_obs-evo-cand-001910_evobc-cat-01910_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1910_obs-evo-cand-001910_evobc-cat-01910_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/020_001901-002000_obs-evo-cand-bucket_evolution-candidates/1910_obs-evo-cand-001910_evobc-cat-01910_evolution-candidate/04_human-review-sheet.md,場,U+5834,15,needs_human_evolution_review,2026-06-20
