bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-003501,hust-obc-und-L-003501,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/001_obs-unk-003501_hust-obc-und-L-003501_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3501,1,reviewed_metadata_only,2026-06-10
002,obs-unk-003502,hust-obc-und-L-003502,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/002_obs-unk-003502_hust-obc-und-L-003502_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3502,1,reviewed_metadata_only,2026-06-10
003,obs-unk-003503,hust-obc-und-L-003503,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/003_obs-unk-003503_hust-obc-und-L-003503_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3503,1,reviewed_metadata_only,2026-06-10
004,obs-unk-003504,hust-obc-und-L-003504,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/004_obs-unk-003504_hust-obc-und-L-003504_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3504,1,reviewed_metadata_only,2026-06-10
005,obs-unk-003505,hust-obc-und-L-003505,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/005_obs-unk-003505_hust-obc-und-L-003505_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3505,1,reviewed_metadata_only,2026-06-10
006,obs-unk-003506,hust-obc-und-L-003506,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/006_obs-unk-003506_hust-obc-und-L-003506_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3506,1,reviewed_metadata_only,2026-06-10
007,obs-unk-003507,hust-obc-und-L-003507,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/007_obs-unk-003507_hust-obc-und-L-003507_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3507,1,reviewed_metadata_only,2026-06-10
008,obs-unk-003508,hust-obc-und-L-003508,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/008_obs-unk-003508_hust-obc-und-L-003508_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3508,1,reviewed_metadata_only,2026-06-10
009,obs-unk-003509,hust-obc-und-L-003509,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/009_obs-unk-003509_hust-obc-und-L-003509_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3509,1,reviewed_metadata_only,2026-06-10
010,obs-unk-003510,hust-obc-und-L-003510,corpus/001_oracle-characters/052_undeciphered-003501-003600_obs-unk-bucket_oracle-character-candidates/010_obs-unk-003510_hust-obc-und-L-003510_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,3510,1,reviewed_metadata_only,2026-06-10
