bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-006601,hust-obc-und-X-006601,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/001_obs-unk-006601_hust-obc-und-X-006601_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2157,3,reviewed_metadata_only,2026-06-10
002,obs-unk-006602,hust-obc-und-X-006602,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/002_obs-unk-006602_hust-obc-und-X-006602_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2158,1,reviewed_metadata_only,2026-06-10
003,obs-unk-006603,hust-obc-und-X-006603,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/003_obs-unk-006603_hust-obc-und-X-006603_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2159,2,reviewed_metadata_only,2026-06-10
004,obs-unk-006604,hust-obc-und-X-006604,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/004_obs-unk-006604_hust-obc-und-X-006604_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2160,10,reviewed_metadata_only,2026-06-10
005,obs-unk-006605,hust-obc-und-X-006605,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/005_obs-unk-006605_hust-obc-und-X-006605_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2161,1,reviewed_metadata_only,2026-06-10
006,obs-unk-006606,hust-obc-und-X-006606,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/006_obs-unk-006606_hust-obc-und-X-006606_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2162,4,reviewed_metadata_only,2026-06-10
007,obs-unk-006607,hust-obc-und-X-006607,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/007_obs-unk-006607_hust-obc-und-X-006607_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2163,1,reviewed_metadata_only,2026-06-10
008,obs-unk-006608,hust-obc-und-X-006608,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/008_obs-unk-006608_hust-obc-und-X-006608_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2164,6,reviewed_metadata_only,2026-06-10
009,obs-unk-006609,hust-obc-und-X-006609,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/009_obs-unk-006609_hust-obc-und-X-006609_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2165,1,reviewed_metadata_only,2026-06-10
010,obs-unk-006610,hust-obc-und-X-006610,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/010_obs-unk-006610_hust-obc-und-X-006610_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2166,4,reviewed_metadata_only,2026-06-10
011,obs-unk-006611,hust-obc-und-X-006611,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/011_obs-unk-006611_hust-obc-und-X-006611_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2167,20,reviewed_metadata_only,2026-06-10
012,obs-unk-006612,hust-obc-und-X-006612,corpus/001_oracle-characters/083_undeciphered-006601-006700_obs-unk-bucket_oracle-character-candidates/012_obs-unk-006612_hust-obc-und-X-006612_oracle-character-candidate/01_undeciphered-candidate-packet.json,X,2168,7,reviewed_metadata_only,2026-06-10
