candidate_packet_id,suggested_oracle_character_id,candidate_packet_path,source_id,primary_external_ref_id,source_label_candidate,source_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,promotion_queue_id,candidate_class_id,source_category_row_ids,assignment_status,promotion_status,decipherment_status,dataset_label_status,rights_status,review_status,research_boundary,caution,updated_at
hust-obc-candidate-packet-000301,obs-char-000301,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/301_obs-char-000301_hust-obc-cat-0341_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0341,㕋,U+354B,1,false,1,hust-obc-obs-char-promo-000301,obs-cand-000301,hust-obc-src-cat-0341,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000302,obs-char-000302,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/302_obs-char-000302_hust-obc-cat-0342_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0342,㕌,U+354C,1,false,1,hust-obc-obs-char-promo-000302,obs-cand-000302,hust-obc-src-cat-0342,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000303,obs-char-000303,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/303_obs-char-000303_hust-obc-cat-0343_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0343,㕍,U+354D,1,false,1,hust-obc-obs-char-promo-000303,obs-cand-000303,hust-obc-src-cat-0343,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000304,obs-char-000304,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/304_obs-char-000304_hust-obc-cat-0344_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0344,㕎,U+354E,1,false,1,hust-obc-obs-char-promo-000304,obs-cand-000304,hust-obc-src-cat-0344,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000305,obs-char-000305,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/305_obs-char-000305_hust-obc-cat-0345_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0345,㕏,U+354F,1,false,1,hust-obc-obs-char-promo-000305,obs-cand-000305,hust-obc-src-cat-0345,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000306,obs-char-000306,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/306_obs-char-000306_hust-obc-cat-0346_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0346,㕐,U+3550,1,false,1,hust-obc-obs-char-promo-000306,obs-cand-000306,hust-obc-src-cat-0346,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000307,obs-char-000307,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/307_obs-char-000307_hust-obc-cat-0347_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0347,㕑,U+3551,1,false,1,hust-obc-obs-char-promo-000307,obs-cand-000307,hust-obc-src-cat-0347,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000308,obs-char-000308,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/308_obs-char-000308_hust-obc-cat-0348_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0348,㕒,U+3552,1,false,1,hust-obc-obs-char-promo-000308,obs-cand-000308,hust-obc-src-cat-0348,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000309,obs-char-000309,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/309_obs-char-000309_hust-obc-cat-0349_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0349,㕓,U+3553,1,false,1,hust-obc-obs-char-promo-000309,obs-cand-000309,hust-obc-src-cat-0349,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000310,obs-char-000310,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/310_obs-char-000310_hust-obc-cat-0350_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0350,㕔,U+3554,1,false,1,hust-obc-obs-char-promo-000310,obs-cand-000310,hust-obc-src-cat-0350,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000311,obs-char-000311,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/311_obs-char-000311_hust-obc-cat-0351_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0351,㕕,U+3555,1,false,1,hust-obc-obs-char-promo-000311,obs-cand-000311,hust-obc-src-cat-0351,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000312,obs-char-000312,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/312_obs-char-000312_hust-obc-cat-0352_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0352,㕖,U+3556,1,false,1,hust-obc-obs-char-promo-000312,obs-cand-000312,hust-obc-src-cat-0352,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000313,obs-char-000313,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/313_obs-char-000313_hust-obc-cat-0353_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0353,㕗,U+3557,1,false,1,hust-obc-obs-char-promo-000313,obs-cand-000313,hust-obc-src-cat-0353,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000314,obs-char-000314,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/314_obs-char-000314_hust-obc-cat-0354_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0354,㕘,U+3558,1,false,1,hust-obc-obs-char-promo-000314,obs-cand-000314,hust-obc-src-cat-0354,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000315,obs-char-000315,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/315_obs-char-000315_hust-obc-cat-0355_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0355,㕙,U+3559,1,false,1,hust-obc-obs-char-promo-000315,obs-cand-000315,hust-obc-src-cat-0355,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000316,obs-char-000316,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/316_obs-char-000316_hust-obc-cat-0356_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0356,㕚,U+355A,1,false,1,hust-obc-obs-char-promo-000316,obs-cand-000316,hust-obc-src-cat-0356,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000317,obs-char-000317,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/317_obs-char-000317_hust-obc-cat-0357_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0357,㕛,U+355B,1,false,1,hust-obc-obs-char-promo-000317,obs-cand-000317,hust-obc-src-cat-0357,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000318,obs-char-000318,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/318_obs-char-000318_hust-obc-cat-0358_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0358,㕜,U+355C,1,false,1,hust-obc-obs-char-promo-000318,obs-cand-000318,hust-obc-src-cat-0358,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000319,obs-char-000319,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/319_obs-char-000319_hust-obc-cat-0359_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0359,㕝,U+355D,1,false,1,hust-obc-obs-char-promo-000319,obs-cand-000319,hust-obc-src-cat-0359,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000320,obs-char-000320,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/320_obs-char-000320_hust-obc-cat-0360_0361_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0360_0361,㕞㕟,U+355E;U+355F,2,true,2,hust-obc-obs-char-promo-000320,obs-cand-000320,hust-obc-src-cat-0360;hust-obc-src-cat-0361,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000321,obs-char-000321,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/321_obs-char-000321_hust-obc-cat-0362_0363_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0362_0363,㕠㕡,U+3560;U+3561,2,true,2,hust-obc-obs-char-promo-000321,obs-cand-000321,hust-obc-src-cat-0362;hust-obc-src-cat-0363,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000322,obs-char-000322,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/322_obs-char-000322_hust-obc-cat-0364_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0364,㕢,U+3562,1,false,1,hust-obc-obs-char-promo-000322,obs-cand-000322,hust-obc-src-cat-0364,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000323,obs-char-000323,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/323_obs-char-000323_hust-obc-cat-0365_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0365,㕣,U+3563,1,false,1,hust-obc-obs-char-promo-000323,obs-cand-000323,hust-obc-src-cat-0365,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000324,obs-char-000324,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/324_obs-char-000324_hust-obc-cat-0366_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0366,㕤,U+3564,1,false,1,hust-obc-obs-char-promo-000324,obs-cand-000324,hust-obc-src-cat-0366,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000325,obs-char-000325,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/325_obs-char-000325_hust-obc-cat-0367_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0367,㕥,U+3565,1,false,1,hust-obc-obs-char-promo-000325,obs-cand-000325,hust-obc-src-cat-0367,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000326,obs-char-000326,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/326_obs-char-000326_hust-obc-cat-0368_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0368,㕦,U+3566,1,false,1,hust-obc-obs-char-promo-000326,obs-cand-000326,hust-obc-src-cat-0368,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-000327,obs-char-000327,corpus/001_oracle-characters/004_000301-000400_obs-char-bucket_oracle-characters/327_obs-char-000327_hust-obc-cat-0369_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-0369,㕧,U+3567,1,false,1,hust-obc-obs-char-promo-000327,obs-cand-000327,hust-obc-src-cat-0369,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
