bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-000401,hust-obc-und-L-000401,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/001_obs-unk-000401_hust-obc-und-L-000401_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,401,1,reviewed_metadata_only,2026-06-10
002,obs-unk-000402,hust-obc-und-L-000402,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/002_obs-unk-000402_hust-obc-und-L-000402_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,402,1,reviewed_metadata_only,2026-06-10
003,obs-unk-000403,hust-obc-und-L-000403,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/003_obs-unk-000403_hust-obc-und-L-000403_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,403,1,reviewed_metadata_only,2026-06-10
004,obs-unk-000404,hust-obc-und-L-000404,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/004_obs-unk-000404_hust-obc-und-L-000404_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,404,1,reviewed_metadata_only,2026-06-10
005,obs-unk-000405,hust-obc-und-L-000405,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/005_obs-unk-000405_hust-obc-und-L-000405_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,405,1,reviewed_metadata_only,2026-06-10
006,obs-unk-000406,hust-obc-und-L-000406,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/006_obs-unk-000406_hust-obc-und-L-000406_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,406,1,reviewed_metadata_only,2026-06-10
007,obs-unk-000407,hust-obc-und-L-000407,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/007_obs-unk-000407_hust-obc-und-L-000407_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,407,1,reviewed_metadata_only,2026-06-10
008,obs-unk-000408,hust-obc-und-L-000408,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/008_obs-unk-000408_hust-obc-und-L-000408_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,408,1,reviewed_metadata_only,2026-06-10
009,obs-unk-000409,hust-obc-und-L-000409,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/009_obs-unk-000409_hust-obc-und-L-000409_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,409,1,reviewed_metadata_only,2026-06-10
010,obs-unk-000410,hust-obc-und-L-000410,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/010_obs-unk-000410_hust-obc-und-L-000410_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,410,1,reviewed_metadata_only,2026-06-10
011,obs-unk-000411,hust-obc-und-L-000411,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/011_obs-unk-000411_hust-obc-und-L-000411_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,411,1,reviewed_metadata_only,2026-06-10
012,obs-unk-000412,hust-obc-und-L-000412,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/012_obs-unk-000412_hust-obc-und-L-000412_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,412,1,reviewed_metadata_only,2026-06-10
013,obs-unk-000413,hust-obc-und-L-000413,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/013_obs-unk-000413_hust-obc-und-L-000413_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,413,1,reviewed_metadata_only,2026-06-10
014,obs-unk-000414,hust-obc-und-L-000414,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/014_obs-unk-000414_hust-obc-und-L-000414_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,414,1,reviewed_metadata_only,2026-06-10
015,obs-unk-000415,hust-obc-und-L-000415,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/015_obs-unk-000415_hust-obc-und-L-000415_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,415,1,reviewed_metadata_only,2026-06-10
016,obs-unk-000416,hust-obc-und-L-000416,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/016_obs-unk-000416_hust-obc-und-L-000416_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,416,1,reviewed_metadata_only,2026-06-10
017,obs-unk-000417,hust-obc-und-L-000417,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/017_obs-unk-000417_hust-obc-und-L-000417_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,417,1,reviewed_metadata_only,2026-06-10
018,obs-unk-000418,hust-obc-und-L-000418,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/018_obs-unk-000418_hust-obc-und-L-000418_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,418,1,reviewed_metadata_only,2026-06-10
019,obs-unk-000419,hust-obc-und-L-000419,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/019_obs-unk-000419_hust-obc-und-L-000419_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,419,1,reviewed_metadata_only,2026-06-10
020,obs-unk-000420,hust-obc-und-L-000420,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/020_obs-unk-000420_hust-obc-und-L-000420_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,420,1,reviewed_metadata_only,2026-06-10
021,obs-unk-000421,hust-obc-und-L-000421,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/021_obs-unk-000421_hust-obc-und-L-000421_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,421,1,reviewed_metadata_only,2026-06-10
022,obs-unk-000422,hust-obc-und-L-000422,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/022_obs-unk-000422_hust-obc-und-L-000422_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,422,1,reviewed_metadata_only,2026-06-10
023,obs-unk-000423,hust-obc-und-L-000423,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/023_obs-unk-000423_hust-obc-und-L-000423_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,423,1,reviewed_metadata_only,2026-06-10
024,obs-unk-000424,hust-obc-und-L-000424,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/024_obs-unk-000424_hust-obc-und-L-000424_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,424,1,reviewed_metadata_only,2026-06-10
025,obs-unk-000425,hust-obc-und-L-000425,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/025_obs-unk-000425_hust-obc-und-L-000425_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,425,1,reviewed_metadata_only,2026-06-10
026,obs-unk-000426,hust-obc-und-L-000426,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/026_obs-unk-000426_hust-obc-und-L-000426_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,426,1,reviewed_metadata_only,2026-06-10
027,obs-unk-000427,hust-obc-und-L-000427,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/027_obs-unk-000427_hust-obc-und-L-000427_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,427,1,reviewed_metadata_only,2026-06-10
028,obs-unk-000428,hust-obc-und-L-000428,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/028_obs-unk-000428_hust-obc-und-L-000428_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,428,1,reviewed_metadata_only,2026-06-10
029,obs-unk-000429,hust-obc-und-L-000429,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/029_obs-unk-000429_hust-obc-und-L-000429_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,429,1,reviewed_metadata_only,2026-06-10
030,obs-unk-000430,hust-obc-und-L-000430,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/030_obs-unk-000430_hust-obc-und-L-000430_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,430,1,reviewed_metadata_only,2026-06-10
031,obs-unk-000431,hust-obc-und-L-000431,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/031_obs-unk-000431_hust-obc-und-L-000431_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,431,1,reviewed_metadata_only,2026-06-10
032,obs-unk-000432,hust-obc-und-L-000432,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/032_obs-unk-000432_hust-obc-und-L-000432_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,432,1,reviewed_metadata_only,2026-06-10
033,obs-unk-000433,hust-obc-und-L-000433,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/033_obs-unk-000433_hust-obc-und-L-000433_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,433,1,reviewed_metadata_only,2026-06-10
034,obs-unk-000434,hust-obc-und-L-000434,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/034_obs-unk-000434_hust-obc-und-L-000434_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,434,1,reviewed_metadata_only,2026-06-10
035,obs-unk-000435,hust-obc-und-L-000435,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/035_obs-unk-000435_hust-obc-und-L-000435_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,435,1,reviewed_metadata_only,2026-06-10
036,obs-unk-000436,hust-obc-und-L-000436,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/036_obs-unk-000436_hust-obc-und-L-000436_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,436,1,reviewed_metadata_only,2026-06-10
037,obs-unk-000437,hust-obc-und-L-000437,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/037_obs-unk-000437_hust-obc-und-L-000437_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,437,1,reviewed_metadata_only,2026-06-10
038,obs-unk-000438,hust-obc-und-L-000438,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/038_obs-unk-000438_hust-obc-und-L-000438_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,438,1,reviewed_metadata_only,2026-06-10
039,obs-unk-000439,hust-obc-und-L-000439,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/039_obs-unk-000439_hust-obc-und-L-000439_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,439,1,reviewed_metadata_only,2026-06-10
040,obs-unk-000440,hust-obc-und-L-000440,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/040_obs-unk-000440_hust-obc-und-L-000440_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,440,1,reviewed_metadata_only,2026-06-10
041,obs-unk-000441,hust-obc-und-L-000441,corpus/001_oracle-characters/021_undeciphered-000401-000500_obs-unk-bucket_oracle-character-candidates/041_obs-unk-000441_hust-obc-und-L-000441_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,441,1,reviewed_metadata_only,2026-06-10
