candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-000101,obimd-sub-cand-000101,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/101_obs-comp-cand-000101_obimd-sub-ivbw1o50yg_component-candidate,obimd-sub-ivbw1o50yg,ivbw1o50yg,ivbw1o50yg,obimd-main-ivbw1o50yg,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000102,obimd-sub-cand-000102,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/102_obs-comp-cand-000102_obimd-sub-67xwlxwxwm_component-candidate,obimd-sub-67xwlxwxwm,67xwlxwxwm,67xwlxwxwm,obimd-main-67xwlxwxwm,10,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000103,obimd-sub-cand-000103,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/103_obs-comp-cand-000103_obimd-sub-0r2vse8o96_component-candidate,obimd-sub-0r2vse8o96,0r2vse8o96,0r2vse8o96,obimd-main-0r2vse8o96,30,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000104,obimd-sub-cand-000104,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/104_obs-comp-cand-000104_obimd-sub-xijzezvv3j_component-candidate,obimd-sub-xijzezvv3j,xijzezvv3j,0r2vse8o96,obimd-main-0r2vse8o96,17,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000105,obimd-sub-cand-000105,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/105_obs-comp-cand-000105_obimd-sub-sq81wh8r3p_component-candidate,obimd-sub-sq81wh8r3p,sq81wh8r3p,sq81wh8r3p,obimd-main-sq81wh8r3p,54,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000106,obimd-sub-cand-000106,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/106_obs-comp-cand-000106_obimd-sub-m5okakyua4_component-candidate,obimd-sub-m5okakyua4,m5okakyua4,sq81wh8r3p,obimd-main-sq81wh8r3p,15,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000107,obimd-sub-cand-000107,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/107_obs-comp-cand-000107_obimd-sub-z2y1vsfy32_component-candidate,obimd-sub-z2y1vsfy32,z2y1vsfy32,z2y1vsfy32,obimd-main-z2y1vsfy32,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000108,obimd-sub-cand-000108,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/108_obs-comp-cand-000108_obimd-sub-r0gb9nvxhz_component-candidate,obimd-sub-r0gb9nvxhz,r0gb9nvxhz,r0gb9nvxhz,obimd-main-r0gb9nvxhz,6,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000109,obimd-sub-cand-000109,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/109_obs-comp-cand-000109_obimd-sub-4qzyneuyru_component-candidate,obimd-sub-4qzyneuyru,4qzyneuyru,xjnn5c8ctk,obimd-main-xjnn5c8ctk,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000110,obimd-sub-cand-000110,corpus/003_graphemic-components/002_000101-000200_obs-comp-cand-bucket_component-candidates/110_obs-comp-cand-000110_obimd-sub-ej7sjt0cju_component-candidate,obimd-sub-ej7sjt0cju,ej7sjt0cju,xjnn5c8ctk,obimd-main-xjnn5c8ctk,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
