bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-013-row-001,hust-obc-obs-char-promo-001201,obs-char-001201,013_001201-001300_obs-char-bucket_oracle-characters,1201_obs-char-001201_hust-obc-cat-1343_oracle-character,obs-cand-001201,src-hust-obc,hust-obc-cat-1343,1343,01343,1200,hust-obc-label-xwalk-1201,㤵,U+3935,1,false,1,hust-obc-src-cat-1343,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-002,hust-obc-obs-char-promo-001202,obs-char-001202,013_001201-001300_obs-char-bucket_oracle-characters,1202_obs-char-001202_hust-obc-cat-1344_1345_oracle-character,obs-cand-001202,src-hust-obc,hust-obc-cat-1344_1345,1344_1345,01344;01345,1201,hust-obc-label-xwalk-1202,㤶㤷,U+3936;U+3937,2,true,2,hust-obc-src-cat-1344;hust-obc-src-cat-1345,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-003,hust-obc-obs-char-promo-001203,obs-char-001203,013_001201-001300_obs-char-bucket_oracle-characters,1203_obs-char-001203_hust-obc-cat-1346_oracle-character,obs-cand-001203,src-hust-obc,hust-obc-cat-1346,1346,01346,1202,hust-obc-label-xwalk-1203,㤸,U+3938,1,false,1,hust-obc-src-cat-1346,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-004,hust-obc-obs-char-promo-001204,obs-char-001204,013_001201-001300_obs-char-bucket_oracle-characters,1204_obs-char-001204_hust-obc-cat-1347_1348_oracle-character,obs-cand-001204,src-hust-obc,hust-obc-cat-1347_1348,1347_1348,01347;01348,1203,hust-obc-label-xwalk-1204,㤹㤺,U+3939;U+393A,2,true,2,hust-obc-src-cat-1347;hust-obc-src-cat-1348,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-005,hust-obc-obs-char-promo-001205,obs-char-001205,013_001201-001300_obs-char-bucket_oracle-characters,1205_obs-char-001205_hust-obc-cat-1349_1350_oracle-character,obs-cand-001205,src-hust-obc,hust-obc-cat-1349_1350,1349_1350,01349;01350,1204,hust-obc-label-xwalk-1205,㤻㤼,U+393B;U+393C,2,true,2,hust-obc-src-cat-1349;hust-obc-src-cat-1350,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-006,hust-obc-obs-char-promo-001206,obs-char-001206,013_001201-001300_obs-char-bucket_oracle-characters,1206_obs-char-001206_hust-obc-cat-1351_oracle-character,obs-cand-001206,src-hust-obc,hust-obc-cat-1351,1351,01351,1205,hust-obc-label-xwalk-1206,㤽,U+393D,1,false,1,hust-obc-src-cat-1351,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-007,hust-obc-obs-char-promo-001207,obs-char-001207,013_001201-001300_obs-char-bucket_oracle-characters,1207_obs-char-001207_hust-obc-cat-1352_oracle-character,obs-cand-001207,src-hust-obc,hust-obc-cat-1352,1352,01352,1206,hust-obc-label-xwalk-1207,㤾,U+393E,1,false,1,hust-obc-src-cat-1352,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-008,hust-obc-obs-char-promo-001208,obs-char-001208,013_001201-001300_obs-char-bucket_oracle-characters,1208_obs-char-001208_hust-obc-cat-1353_oracle-character,obs-cand-001208,src-hust-obc,hust-obc-cat-1353,1353,01353,1207,hust-obc-label-xwalk-1208,㤿,U+393F,1,false,1,hust-obc-src-cat-1353,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-009,hust-obc-obs-char-promo-001209,obs-char-001209,013_001201-001300_obs-char-bucket_oracle-characters,1209_obs-char-001209_hust-obc-cat-1354_oracle-character,obs-cand-001209,src-hust-obc,hust-obc-cat-1354,1354,01354,1208,hust-obc-label-xwalk-1209,㥀,U+3940,1,false,1,hust-obc-src-cat-1354,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-013-row-010,hust-obc-obs-char-promo-001210,obs-char-001210,013_001201-001300_obs-char-bucket_oracle-characters,1210_obs-char-001210_hust-obc-cat-1355_oracle-character,obs-cand-001210,src-hust-obc,hust-obc-cat-1355,1355,01355,1209,hust-obc-label-xwalk-1210,㥁,U+3941,1,false,1,hust-obc-src-cat-1355,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
