project_id,record_type,canonical_path,primary_external_ref_id,all_external_ref_ids,source_ids,rights_status,review_status,updated_at
coll-obj-cand-00001,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/001_coll-obj-cand-00001_ihp-item-1212_collection-object-candidate,ihp-item-1212,ihp-mus-obj-00001;ihp-item-1212;1212,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00002,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/002_coll-obj-cand-00002_ihp-item-1214_collection-object-candidate,ihp-item-1214,ihp-mus-obj-00002;ihp-item-1214;1214,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00003,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/003_coll-obj-cand-00003_ihp-item-1213_collection-object-candidate,ihp-item-1213,ihp-mus-obj-00003;ihp-item-1213;1213,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00004,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/004_coll-obj-cand-00004_ihp-item-1215_collection-object-candidate,ihp-item-1215,ihp-mus-obj-00004;ihp-item-1215;1215,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00005,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/005_coll-obj-cand-00005_ihp-item-1216_collection-object-candidate,ihp-item-1216,ihp-mus-obj-00005;ihp-item-1216;1216,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00006,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/006_coll-obj-cand-00006_ihp-item-1217_collection-object-candidate,ihp-item-1217,ihp-mus-obj-00006;ihp-item-1217;1217,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00007,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/007_coll-obj-cand-00007_ihp-item-1218_collection-object-candidate,ihp-item-1218,ihp-mus-obj-00007;ihp-item-1218;1218,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00008,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/008_coll-obj-cand-00008_ihp-item-1222_collection-object-candidate,ihp-item-1222,ihp-mus-obj-00008;ihp-item-1222;1222,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00009,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/009_coll-obj-cand-00009_ihp-item-1220_collection-object-candidate,ihp-item-1220,ihp-mus-obj-00009;ihp-item-1220;1220,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
coll-obj-cand-00010,collection_object_candidate,corpus/005_excavation-sites-periods-and-batches/002_collection-object-candidates/010_coll-obj-cand-00010_ihp-item-774_collection-object-candidate,ihp-item-774,ihp-mus-obj-00010;ihp-item-774;774,src-ihp-museum-oracle-bones,metadata_only_until_verified,needs_human_collection_object_review,2026-06-20
