bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-000901,hust-obc-und-L-000901,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/001_obs-unk-000901_hust-obc-und-L-000901_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,901,1,reviewed_metadata_only,2026-06-10
002,obs-unk-000902,hust-obc-und-L-000902,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/002_obs-unk-000902_hust-obc-und-L-000902_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,902,1,reviewed_metadata_only,2026-06-10
003,obs-unk-000903,hust-obc-und-L-000903,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/003_obs-unk-000903_hust-obc-und-L-000903_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,903,1,reviewed_metadata_only,2026-06-10
004,obs-unk-000904,hust-obc-und-L-000904,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/004_obs-unk-000904_hust-obc-und-L-000904_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,904,1,reviewed_metadata_only,2026-06-10
005,obs-unk-000905,hust-obc-und-L-000905,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/005_obs-unk-000905_hust-obc-und-L-000905_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,905,1,reviewed_metadata_only,2026-06-10
006,obs-unk-000906,hust-obc-und-L-000906,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/006_obs-unk-000906_hust-obc-und-L-000906_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,906,1,reviewed_metadata_only,2026-06-10
007,obs-unk-000907,hust-obc-und-L-000907,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/007_obs-unk-000907_hust-obc-und-L-000907_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,907,1,reviewed_metadata_only,2026-06-10
008,obs-unk-000908,hust-obc-und-L-000908,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/008_obs-unk-000908_hust-obc-und-L-000908_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,908,1,reviewed_metadata_only,2026-06-10
009,obs-unk-000909,hust-obc-und-L-000909,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/009_obs-unk-000909_hust-obc-und-L-000909_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,909,1,reviewed_metadata_only,2026-06-10
010,obs-unk-000910,hust-obc-und-L-000910,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/010_obs-unk-000910_hust-obc-und-L-000910_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,910,1,reviewed_metadata_only,2026-06-10
011,obs-unk-000911,hust-obc-und-L-000911,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/011_obs-unk-000911_hust-obc-und-L-000911_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,911,1,reviewed_metadata_only,2026-06-10
012,obs-unk-000912,hust-obc-und-L-000912,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/012_obs-unk-000912_hust-obc-und-L-000912_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,912,1,reviewed_metadata_only,2026-06-10
013,obs-unk-000913,hust-obc-und-L-000913,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/013_obs-unk-000913_hust-obc-und-L-000913_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,913,1,reviewed_metadata_only,2026-06-10
014,obs-unk-000914,hust-obc-und-L-000914,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/014_obs-unk-000914_hust-obc-und-L-000914_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,914,1,reviewed_metadata_only,2026-06-10
015,obs-unk-000915,hust-obc-und-L-000915,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/015_obs-unk-000915_hust-obc-und-L-000915_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,915,1,reviewed_metadata_only,2026-06-10
016,obs-unk-000916,hust-obc-und-L-000916,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/016_obs-unk-000916_hust-obc-und-L-000916_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,916,1,reviewed_metadata_only,2026-06-10
017,obs-unk-000917,hust-obc-und-L-000917,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/017_obs-unk-000917_hust-obc-und-L-000917_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,917,1,reviewed_metadata_only,2026-06-10
018,obs-unk-000918,hust-obc-und-L-000918,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/018_obs-unk-000918_hust-obc-und-L-000918_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,918,1,reviewed_metadata_only,2026-06-10
019,obs-unk-000919,hust-obc-und-L-000919,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/019_obs-unk-000919_hust-obc-und-L-000919_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,919,1,reviewed_metadata_only,2026-06-10
020,obs-unk-000920,hust-obc-und-L-000920,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/020_obs-unk-000920_hust-obc-und-L-000920_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,920,1,reviewed_metadata_only,2026-06-10
021,obs-unk-000921,hust-obc-und-L-000921,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/021_obs-unk-000921_hust-obc-und-L-000921_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,921,1,reviewed_metadata_only,2026-06-10
022,obs-unk-000922,hust-obc-und-L-000922,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/022_obs-unk-000922_hust-obc-und-L-000922_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,922,1,reviewed_metadata_only,2026-06-10
023,obs-unk-000923,hust-obc-und-L-000923,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/023_obs-unk-000923_hust-obc-und-L-000923_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,923,1,reviewed_metadata_only,2026-06-10
024,obs-unk-000924,hust-obc-und-L-000924,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/024_obs-unk-000924_hust-obc-und-L-000924_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,924,1,reviewed_metadata_only,2026-06-10
025,obs-unk-000925,hust-obc-und-L-000925,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/025_obs-unk-000925_hust-obc-und-L-000925_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,925,1,reviewed_metadata_only,2026-06-10
026,obs-unk-000926,hust-obc-und-L-000926,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/026_obs-unk-000926_hust-obc-und-L-000926_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,926,1,reviewed_metadata_only,2026-06-10
027,obs-unk-000927,hust-obc-und-L-000927,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/027_obs-unk-000927_hust-obc-und-L-000927_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,927,1,reviewed_metadata_only,2026-06-10
028,obs-unk-000928,hust-obc-und-L-000928,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/028_obs-unk-000928_hust-obc-und-L-000928_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,928,1,reviewed_metadata_only,2026-06-10
029,obs-unk-000929,hust-obc-und-L-000929,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/029_obs-unk-000929_hust-obc-und-L-000929_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,929,1,reviewed_metadata_only,2026-06-10
030,obs-unk-000930,hust-obc-und-L-000930,corpus/001_oracle-characters/026_undeciphered-000901-001000_obs-unk-bucket_oracle-character-candidates/030_obs-unk-000930_hust-obc-und-L-000930_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,930,1,reviewed_metadata_only,2026-06-10
