candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-002201,obimd-sub-cand-002201,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2201_obs-comp-cand-002201_obimd-sub-cvxsbiqy4g_component-candidate,obimd-sub-cvxsbiqy4g,cvxsbiqy4g,cvxsbiqy4g,obimd-main-cvxsbiqy4g,56,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002202,obimd-sub-cand-002202,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2202_obs-comp-cand-002202_obimd-sub-xin5jvdb5a_component-candidate,obimd-sub-xin5jvdb5a,xin5jvdb5a,cvxsbiqy4g,obimd-main-cvxsbiqy4g,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002203,obimd-sub-cand-002203,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2203_obs-comp-cand-002203_obimd-sub-55qv0winah_component-candidate,obimd-sub-55qv0winah,55qv0winah,55qv0winah,obimd-main-55qv0winah,79,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002204,obimd-sub-cand-002204,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2204_obs-comp-cand-002204_obimd-sub-ie9st141fk_component-candidate,obimd-sub-ie9st141fk,ie9st141fk,55qv0winah,obimd-main-55qv0winah,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002205,obimd-sub-cand-002205,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2205_obs-comp-cand-002205_obimd-sub-71tuhk6cfy_component-candidate,obimd-sub-71tuhk6cfy,71tuhk6cfy,55qv0winah,obimd-main-55qv0winah,1,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002206,obimd-sub-cand-002206,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2206_obs-comp-cand-002206_obimd-sub-tq26tb9tj9_component-candidate,obimd-sub-tq26tb9tj9,tq26tb9tj9,tq26tb9tj9,obimd-main-tq26tb9tj9,32,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002207,obimd-sub-cand-002207,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2207_obs-comp-cand-002207_obimd-sub-omp94c0zaz_component-candidate,obimd-sub-omp94c0zaz,omp94c0zaz,tq26tb9tj9,obimd-main-tq26tb9tj9,7,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002208,obimd-sub-cand-002208,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2208_obs-comp-cand-002208_obimd-sub-dc2yeai9wr_component-candidate,obimd-sub-dc2yeai9wr,dc2yeai9wr,dc2yeai9wr,obimd-main-dc2yeai9wr,14,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002209,obimd-sub-cand-002209,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2209_obs-comp-cand-002209_obimd-sub-2hdoxmv8n8_component-candidate,obimd-sub-2hdoxmv8n8,2hdoxmv8n8,2hdoxmv8n8,obimd-main-2hdoxmv8n8,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002210,obimd-sub-cand-002210,corpus/003_graphemic-components/023_002201-002300_obs-comp-cand-bucket_component-candidates/2210_obs-comp-cand-002210_obimd-sub-tralay3z26_component-candidate,obimd-sub-tralay3z26,tralay3z26,tralay3z26,obimd-main-tralay3z26,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
