project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-007401,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7401_obs-evo-cand-007401_evobc-cat-07401_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7401_obs-evo-cand-007401_evobc-cat-07401_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7401_obs-evo-cand-007401_evobc-cat-07401_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7401_obs-evo-cand-007401_evobc-cat-07401_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7401_obs-evo-cand-007401_evobc-cat-07401_evolution-candidate/04_human-review-sheet.md,菁,U+83C1,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-007402,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7402_obs-evo-cand-007402_evobc-cat-07402_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7402_obs-evo-cand-007402_evobc-cat-07402_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7402_obs-evo-cand-007402_evobc-cat-07402_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7402_obs-evo-cand-007402_evobc-cat-07402_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7402_obs-evo-cand-007402_evobc-cat-07402_evolution-candidate/04_human-review-sheet.md,菅,U+83C5,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-007403,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7403_obs-evo-cand-007403_evobc-cat-07403_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7403_obs-evo-cand-007403_evobc-cat-07403_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7403_obs-evo-cand-007403_evobc-cat-07403_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7403_obs-evo-cand-007403_evobc-cat-07403_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7403_obs-evo-cand-007403_evobc-cat-07403_evolution-candidate/04_human-review-sheet.md,菆,U+83C6,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007404,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7404_obs-evo-cand-007404_evobc-cat-07404_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7404_obs-evo-cand-007404_evobc-cat-07404_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7404_obs-evo-cand-007404_evobc-cat-07404_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7404_obs-evo-cand-007404_evobc-cat-07404_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7404_obs-evo-cand-007404_evobc-cat-07404_evolution-candidate/04_human-review-sheet.md,菉,U+83C9,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-007405,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7405_obs-evo-cand-007405_evobc-cat-07405_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7405_obs-evo-cand-007405_evobc-cat-07405_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7405_obs-evo-cand-007405_evobc-cat-07405_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7405_obs-evo-cand-007405_evobc-cat-07405_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7405_obs-evo-cand-007405_evobc-cat-07405_evolution-candidate/04_human-review-sheet.md,菊,U+83CA,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007406,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7406_obs-evo-cand-007406_evobc-cat-07406_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7406_obs-evo-cand-007406_evobc-cat-07406_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7406_obs-evo-cand-007406_evobc-cat-07406_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7406_obs-evo-cand-007406_evobc-cat-07406_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7406_obs-evo-cand-007406_evobc-cat-07406_evolution-candidate/04_human-review-sheet.md,菋,U+83CB,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007407,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7407_obs-evo-cand-007407_evobc-cat-07407_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7407_obs-evo-cand-007407_evobc-cat-07407_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7407_obs-evo-cand-007407_evobc-cat-07407_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7407_obs-evo-cand-007407_evobc-cat-07407_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7407_obs-evo-cand-007407_evobc-cat-07407_evolution-candidate/04_human-review-sheet.md,菌,U+83CC,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-007408,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7408_obs-evo-cand-007408_evobc-cat-07408_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7408_obs-evo-cand-007408_evobc-cat-07408_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7408_obs-evo-cand-007408_evobc-cat-07408_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7408_obs-evo-cand-007408_evobc-cat-07408_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7408_obs-evo-cand-007408_evobc-cat-07408_evolution-candidate/04_human-review-sheet.md,菏,U+83CF,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-007409,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7409_obs-evo-cand-007409_evobc-cat-07409_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7409_obs-evo-cand-007409_evobc-cat-07409_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7409_obs-evo-cand-007409_evobc-cat-07409_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7409_obs-evo-cand-007409_evobc-cat-07409_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7409_obs-evo-cand-007409_evobc-cat-07409_evolution-candidate/04_human-review-sheet.md,菐,U+83D0,57,needs_human_evolution_review,2026-06-20
obs-evo-cand-007410,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7410_obs-evo-cand-007410_evobc-cat-07410_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7410_obs-evo-cand-007410_evobc-cat-07410_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7410_obs-evo-cand-007410_evobc-cat-07410_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7410_obs-evo-cand-007410_evobc-cat-07410_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/075_007401-007500_obs-evo-cand-bucket_evolution-candidates/7410_obs-evo-cand-007410_evobc-cat-07410_evolution-candidate/04_human-review-sheet.md,菑,U+83D1,2,needs_human_evolution_review,2026-06-20
