bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-009301,hust-obc-und-YH-009301,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/001_obs-unk-009301_hust-obc-und-YH-009301_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6160E,21,reviewed_metadata_only,2026-06-10
002,obs-unk-009302,hust-obc-und-YH-009302,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/002_obs-unk-009302_hust-obc-und-YH-009302_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6161A,21,reviewed_metadata_only,2026-06-10
003,obs-unk-009303,hust-obc-und-YH-009303,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/003_obs-unk-009303_hust-obc-und-YH-009303_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6161E,21,reviewed_metadata_only,2026-06-10
004,obs-unk-009304,hust-obc-und-YH-009304,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/004_obs-unk-009304_hust-obc-und-YH-009304_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6161F,21,reviewed_metadata_only,2026-06-10
005,obs-unk-009305,hust-obc-und-YH-009305,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/005_obs-unk-009305_hust-obc-und-YH-009305_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6163B,21,reviewed_metadata_only,2026-06-10
006,obs-unk-009306,hust-obc-und-YH-009306,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/006_obs-unk-009306_hust-obc-und-YH-009306_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6163E,20,reviewed_metadata_only,2026-06-10
007,obs-unk-009307,hust-obc-und-YH-009307,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/007_obs-unk-009307_hust-obc-und-YH-009307_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6163F,21,reviewed_metadata_only,2026-06-10
008,obs-unk-009308,hust-obc-und-YH-009308,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/008_obs-unk-009308_hust-obc-und-YH-009308_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6164E,20,reviewed_metadata_only,2026-06-10
009,obs-unk-009309,hust-obc-und-YH-009309,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/009_obs-unk-009309_hust-obc-und-YH-009309_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6165C,21,reviewed_metadata_only,2026-06-10
010,obs-unk-009310,hust-obc-und-YH-009310,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/010_obs-unk-009310_hust-obc-und-YH-009310_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6165E,21,reviewed_metadata_only,2026-06-10
011,obs-unk-009311,hust-obc-und-YH-009311,corpus/001_oracle-characters/110_undeciphered-009301-009400_obs-unk-bucket_oracle-character-candidates/011_obs-unk-009311_hust-obc-und-YH-009311_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6166A,20,reviewed_metadata_only,2026-06-10
