bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-009001,hust-obc-und-YH-009001,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/001_obs-unk-009001_hust-obc-und-YH-009001_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6103D,21,reviewed_metadata_only,2026-06-10
002,obs-unk-009002,hust-obc-und-YH-009002,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/002_obs-unk-009002_hust-obc-und-YH-009002_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6103E,1,reviewed_metadata_only,2026-06-10
003,obs-unk-009003,hust-obc-und-YH-009003,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/003_obs-unk-009003_hust-obc-und-YH-009003_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6103F,1,reviewed_metadata_only,2026-06-10
004,obs-unk-009004,hust-obc-und-YH-009004,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/004_obs-unk-009004_hust-obc-und-YH-009004_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6105F,1,reviewed_metadata_only,2026-06-10
005,obs-unk-009005,hust-obc-und-YH-009005,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/005_obs-unk-009005_hust-obc-und-YH-009005_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6106A,21,reviewed_metadata_only,2026-06-10
006,obs-unk-009006,hust-obc-und-YH-009006,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/006_obs-unk-009006_hust-obc-und-YH-009006_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6107F,21,reviewed_metadata_only,2026-06-10
007,obs-unk-009007,hust-obc-und-YH-009007,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/007_obs-unk-009007_hust-obc-und-YH-009007_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6108A,20,reviewed_metadata_only,2026-06-10
008,obs-unk-009008,hust-obc-und-YH-009008,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/008_obs-unk-009008_hust-obc-und-YH-009008_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6108F,21,reviewed_metadata_only,2026-06-10
009,obs-unk-009009,hust-obc-und-YH-009009,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/009_obs-unk-009009_hust-obc-und-YH-009009_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6109B,21,reviewed_metadata_only,2026-06-10
010,obs-unk-009010,hust-obc-und-YH-009010,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/010_obs-unk-009010_hust-obc-und-YH-009010_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6109C,21,reviewed_metadata_only,2026-06-10
011,obs-unk-009011,hust-obc-und-YH-009011,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/011_obs-unk-009011_hust-obc-und-YH-009011_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6109E,21,reviewed_metadata_only,2026-06-10
012,obs-unk-009012,hust-obc-und-YH-009012,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/012_obs-unk-009012_hust-obc-und-YH-009012_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,6109F,20,reviewed_metadata_only,2026-06-10
013,obs-unk-009013,hust-obc-und-YH-009013,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/013_obs-unk-009013_hust-obc-und-YH-009013_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610A2,1,reviewed_metadata_only,2026-06-10
014,obs-unk-009014,hust-obc-und-YH-009014,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/014_obs-unk-009014_hust-obc-und-YH-009014_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610AA,21,reviewed_metadata_only,2026-06-10
015,obs-unk-009015,hust-obc-und-YH-009015,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/015_obs-unk-009015_hust-obc-und-YH-009015_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610AB,20,reviewed_metadata_only,2026-06-10
016,obs-unk-009016,hust-obc-und-YH-009016,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/016_obs-unk-009016_hust-obc-und-YH-009016_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610AC,20,reviewed_metadata_only,2026-06-10
017,obs-unk-009017,hust-obc-und-YH-009017,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/017_obs-unk-009017_hust-obc-und-YH-009017_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610AE,20,reviewed_metadata_only,2026-06-10
018,obs-unk-009018,hust-obc-und-YH-009018,corpus/001_oracle-characters/107_undeciphered-009001-009100_obs-unk-bucket_oracle-character-candidates/018_obs-unk-009018_hust-obc-und-YH-009018_oracle-character-candidate/01_undeciphered-candidate-packet.json,Y+H,610B0,21,reviewed_metadata_only,2026-06-10
