bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-002101,hust-obc-und-L-002101,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/001_obs-unk-002101_hust-obc-und-L-002101_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2101,1,reviewed_metadata_only,2026-06-10
002,obs-unk-002102,hust-obc-und-L-002102,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/002_obs-unk-002102_hust-obc-und-L-002102_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2102,1,reviewed_metadata_only,2026-06-10
003,obs-unk-002103,hust-obc-und-L-002103,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/003_obs-unk-002103_hust-obc-und-L-002103_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2103,1,reviewed_metadata_only,2026-06-10
004,obs-unk-002104,hust-obc-und-L-002104,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/004_obs-unk-002104_hust-obc-und-L-002104_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2104,1,reviewed_metadata_only,2026-06-10
005,obs-unk-002105,hust-obc-und-L-002105,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/005_obs-unk-002105_hust-obc-und-L-002105_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2105,1,reviewed_metadata_only,2026-06-10
006,obs-unk-002106,hust-obc-und-L-002106,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/006_obs-unk-002106_hust-obc-und-L-002106_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2106,1,reviewed_metadata_only,2026-06-10
007,obs-unk-002107,hust-obc-und-L-002107,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/007_obs-unk-002107_hust-obc-und-L-002107_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2107,1,reviewed_metadata_only,2026-06-10
008,obs-unk-002108,hust-obc-und-L-002108,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/008_obs-unk-002108_hust-obc-und-L-002108_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2108,1,reviewed_metadata_only,2026-06-10
009,obs-unk-002109,hust-obc-und-L-002109,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/009_obs-unk-002109_hust-obc-und-L-002109_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2109,1,reviewed_metadata_only,2026-06-10
010,obs-unk-002110,hust-obc-und-L-002110,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/010_obs-unk-002110_hust-obc-und-L-002110_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2110,1,reviewed_metadata_only,2026-06-10
011,obs-unk-002111,hust-obc-und-L-002111,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/011_obs-unk-002111_hust-obc-und-L-002111_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2111,1,reviewed_metadata_only,2026-06-10
012,obs-unk-002112,hust-obc-und-L-002112,corpus/001_oracle-characters/038_undeciphered-002101-002200_obs-unk-bucket_oracle-character-candidates/012_obs-unk-002112_hust-obc-und-L-002112_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2112,1,reviewed_metadata_only,2026-06-10
