bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-002801,hust-obc-und-L-002801,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/001_obs-unk-002801_hust-obc-und-L-002801_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2801,1,reviewed_metadata_only,2026-06-10
002,obs-unk-002802,hust-obc-und-L-002802,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/002_obs-unk-002802_hust-obc-und-L-002802_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2802,1,reviewed_metadata_only,2026-06-10
003,obs-unk-002803,hust-obc-und-L-002803,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/003_obs-unk-002803_hust-obc-und-L-002803_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2803,1,reviewed_metadata_only,2026-06-10
004,obs-unk-002804,hust-obc-und-L-002804,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/004_obs-unk-002804_hust-obc-und-L-002804_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2804,1,reviewed_metadata_only,2026-06-10
005,obs-unk-002805,hust-obc-und-L-002805,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/005_obs-unk-002805_hust-obc-und-L-002805_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2805,1,reviewed_metadata_only,2026-06-10
006,obs-unk-002806,hust-obc-und-L-002806,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/006_obs-unk-002806_hust-obc-und-L-002806_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2806,1,reviewed_metadata_only,2026-06-10
007,obs-unk-002807,hust-obc-und-L-002807,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/007_obs-unk-002807_hust-obc-und-L-002807_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2807,1,reviewed_metadata_only,2026-06-10
008,obs-unk-002808,hust-obc-und-L-002808,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/008_obs-unk-002808_hust-obc-und-L-002808_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2808,1,reviewed_metadata_only,2026-06-10
009,obs-unk-002809,hust-obc-und-L-002809,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/009_obs-unk-002809_hust-obc-und-L-002809_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2809,1,reviewed_metadata_only,2026-06-10
010,obs-unk-002810,hust-obc-und-L-002810,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/010_obs-unk-002810_hust-obc-und-L-002810_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2810,1,reviewed_metadata_only,2026-06-10
011,obs-unk-002811,hust-obc-und-L-002811,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/011_obs-unk-002811_hust-obc-und-L-002811_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2811,1,reviewed_metadata_only,2026-06-10
012,obs-unk-002812,hust-obc-und-L-002812,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/012_obs-unk-002812_hust-obc-und-L-002812_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2812,1,reviewed_metadata_only,2026-06-10
013,obs-unk-002813,hust-obc-und-L-002813,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/013_obs-unk-002813_hust-obc-und-L-002813_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2813,1,reviewed_metadata_only,2026-06-10
014,obs-unk-002814,hust-obc-und-L-002814,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/014_obs-unk-002814_hust-obc-und-L-002814_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2814,1,reviewed_metadata_only,2026-06-10
015,obs-unk-002815,hust-obc-und-L-002815,corpus/001_oracle-characters/045_undeciphered-002801-002900_obs-unk-bucket_oracle-character-candidates/015_obs-unk-002815_hust-obc-und-L-002815_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,2815,1,reviewed_metadata_only,2026-06-10
