candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-001701,obimd-sub-cand-001701,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1701_obs-comp-cand-001701_obimd-sub-0vi83yha8h_component-candidate,obimd-sub-0vi83yha8h,0vi83yha8h,0vi83yha8h,obimd-main-0vi83yha8h,10,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001702,obimd-sub-cand-001702,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1702_obs-comp-cand-001702_obimd-sub-sxti3h7pb4_component-candidate,obimd-sub-sxti3h7pb4,sxti3h7pb4,ebehpv21xt,obimd-main-ebehpv21xt,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001703,obimd-sub-cand-001703,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1703_obs-comp-cand-001703_obimd-sub-i72bd4i3o5_component-candidate,obimd-sub-i72bd4i3o5,i72bd4i3o5,i72bd4i3o5,obimd-main-i72bd4i3o5,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001704,obimd-sub-cand-001704,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1704_obs-comp-cand-001704_obimd-sub-w4mg32kjp4_component-candidate,obimd-sub-w4mg32kjp4,w4mg32kjp4,w4mg32kjp4,obimd-main-w4mg32kjp4,127,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001705,obimd-sub-cand-001705,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1705_obs-comp-cand-001705_obimd-sub-zeepyl418j_component-candidate,obimd-sub-zeepyl418j,zeepyl418j,w4mg32kjp4,obimd-main-w4mg32kjp4,26,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001706,obimd-sub-cand-001706,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1706_obs-comp-cand-001706_obimd-sub-ehm4tsgy3j_component-candidate,obimd-sub-ehm4tsgy3j,ehm4tsgy3j,w4mg32kjp4,obimd-main-w4mg32kjp4,97,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001707,obimd-sub-cand-001707,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1707_obs-comp-cand-001707_obimd-sub-a8elhmm5hp_component-candidate,obimd-sub-a8elhmm5hp,a8elhmm5hp,w4mg32kjp4,obimd-main-w4mg32kjp4,16,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001708,obimd-sub-cand-001708,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1708_obs-comp-cand-001708_obimd-sub-s1n3ksksbg_component-candidate,obimd-sub-s1n3ksksbg,s1n3ksksbg,s1n3ksksbg,obimd-main-s1n3ksksbg,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001709,obimd-sub-cand-001709,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1709_obs-comp-cand-001709_obimd-sub-d7b90j3d04_component-candidate,obimd-sub-d7b90j3d04,d7b90j3d04,d7b90j3d04,obimd-main-d7b90j3d04,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001710,obimd-sub-cand-001710,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1710_obs-comp-cand-001710_obimd-sub-94cjz9jg9y_component-candidate,obimd-sub-94cjz9jg9y,94cjz9jg9y,94cjz9jg9y,obimd-main-94cjz9jg9y,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001711,obimd-sub-cand-001711,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1711_obs-comp-cand-001711_obimd-sub-ny2e8bby33_component-candidate,obimd-sub-ny2e8bby33,ny2e8bby33,ny2e8bby33,obimd-main-ny2e8bby33,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001712,obimd-sub-cand-001712,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1712_obs-comp-cand-001712_obimd-sub-i4jbxr3gd4_component-candidate,obimd-sub-i4jbxr3gd4,i4jbxr3gd4,i4jbxr3gd4,obimd-main-i4jbxr3gd4,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001713,obimd-sub-cand-001713,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1713_obs-comp-cand-001713_obimd-sub-pmwfonj2ag_component-candidate,obimd-sub-pmwfonj2ag,pmwfonj2ag,pmwfonj2ag,obimd-main-pmwfonj2ag,119,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001714,obimd-sub-cand-001714,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1714_obs-comp-cand-001714_obimd-sub-r7o3rpnkqu_component-candidate,obimd-sub-r7o3rpnkqu,r7o3rpnkqu,pmwfonj2ag,obimd-main-pmwfonj2ag,9,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001715,obimd-sub-cand-001715,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1715_obs-comp-cand-001715_obimd-sub-0kzlglkv4r_component-candidate,obimd-sub-0kzlglkv4r,0kzlglkv4r,pmwfonj2ag,obimd-main-pmwfonj2ag,26,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001716,obimd-sub-cand-001716,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1716_obs-comp-cand-001716_obimd-sub-vgdnx3zrkn_component-candidate,obimd-sub-vgdnx3zrkn,vgdnx3zrkn,vgdnx3zrkn,obimd-main-vgdnx3zrkn,20,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001717,obimd-sub-cand-001717,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1717_obs-comp-cand-001717_obimd-sub-szf4w093rk_component-candidate,obimd-sub-szf4w093rk,szf4w093rk,vgdnx3zrkn,obimd-main-vgdnx3zrkn,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001718,obimd-sub-cand-001718,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1718_obs-comp-cand-001718_obimd-sub-du93rs9pec_component-candidate,obimd-sub-du93rs9pec,du93rs9pec,du93rs9pec,obimd-main-du93rs9pec,35,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001719,obimd-sub-cand-001719,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1719_obs-comp-cand-001719_obimd-sub-u2bx2sw1bv_component-candidate,obimd-sub-u2bx2sw1bv,u2bx2sw1bv,u2bx2sw1bv,obimd-main-u2bx2sw1bv,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001720,obimd-sub-cand-001720,corpus/003_graphemic-components/018_001701-001800_obs-comp-cand-bucket_component-candidates/1720_obs-comp-cand-001720_obimd-sub-fyihpr2f02_component-candidate,obimd-sub-fyihpr2f02,fyihpr2f02,fyihpr2f02,obimd-main-fyihpr2f02,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
