candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-002401,obimd-sub-cand-002401,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2401_obs-comp-cand-002401_obimd-sub-gkr9p9i0d9_component-candidate,obimd-sub-gkr9p9i0d9,gkr9p9i0d9,gkr9p9i0d9,obimd-main-gkr9p9i0d9,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002402,obimd-sub-cand-002402,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2402_obs-comp-cand-002402_obimd-sub-h3c5drx2ki_component-candidate,obimd-sub-h3c5drx2ki,h3c5drx2ki,h3c5drx2ki,obimd-main-h3c5drx2ki,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002403,obimd-sub-cand-002403,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2403_obs-comp-cand-002403_obimd-sub-npykxas4c8_component-candidate,obimd-sub-npykxas4c8,npykxas4c8,npykxas4c8,obimd-main-npykxas4c8,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002404,obimd-sub-cand-002404,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2404_obs-comp-cand-002404_obimd-sub-wmv0mbl8bj_component-candidate,obimd-sub-wmv0mbl8bj,wmv0mbl8bj,npykxas4c8,obimd-main-npykxas4c8,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002405,obimd-sub-cand-002405,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2405_obs-comp-cand-002405_obimd-sub-bnrp9l1361_component-candidate,obimd-sub-bnrp9l1361,bnrp9l1361,npykxas4c8,obimd-main-npykxas4c8,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002406,obimd-sub-cand-002406,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2406_obs-comp-cand-002406_obimd-sub-b92fu80uys_component-candidate,obimd-sub-b92fu80uys,b92fu80uys,b92fu80uys,obimd-main-b92fu80uys,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002407,obimd-sub-cand-002407,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2407_obs-comp-cand-002407_obimd-sub-wvxqqsz1w8_component-candidate,obimd-sub-wvxqqsz1w8,wvxqqsz1w8,wvxqqsz1w8,obimd-main-wvxqqsz1w8,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002408,obimd-sub-cand-002408,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2408_obs-comp-cand-002408_obimd-sub-1lrheop77q_component-candidate,obimd-sub-1lrheop77q,1lrheop77q,wvxqqsz1w8,obimd-main-wvxqqsz1w8,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002409,obimd-sub-cand-002409,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2409_obs-comp-cand-002409_obimd-sub-df1fjpfewv_component-candidate,obimd-sub-df1fjpfewv,df1fjpfewv,df1fjpfewv,obimd-main-df1fjpfewv,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002410,obimd-sub-cand-002410,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2410_obs-comp-cand-002410_obimd-sub-8lxqk97zyh_component-candidate,obimd-sub-8lxqk97zyh,8lxqk97zyh,8lxqk97zyh,obimd-main-8lxqk97zyh,23,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002411,obimd-sub-cand-002411,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2411_obs-comp-cand-002411_obimd-sub-r7ydtzrhw9_component-candidate,obimd-sub-r7ydtzrhw9,r7ydtzrhw9,8lxqk97zyh,obimd-main-8lxqk97zyh,38,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002412,obimd-sub-cand-002412,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2412_obs-comp-cand-002412_obimd-sub-n8a03276h0_component-candidate,obimd-sub-n8a03276h0,n8a03276h0,wxl14n9fo3,obimd-main-wxl14n9fo3,6,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002413,obimd-sub-cand-002413,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2413_obs-comp-cand-002413_obimd-sub-2s666tklgo_component-candidate,obimd-sub-2s666tklgo,2s666tklgo,2s666tklgo,obimd-main-2s666tklgo,60,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002414,obimd-sub-cand-002414,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2414_obs-comp-cand-002414_obimd-sub-kjv0lvcezv_component-candidate,obimd-sub-kjv0lvcezv,kjv0lvcezv,kjv0lvcezv,obimd-main-kjv0lvcezv,14,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002415,obimd-sub-cand-002415,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2415_obs-comp-cand-002415_obimd-sub-s2ud9qxguj_component-candidate,obimd-sub-s2ud9qxguj,s2ud9qxguj,kjv0lvcezv,obimd-main-kjv0lvcezv,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002416,obimd-sub-cand-002416,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2416_obs-comp-cand-002416_obimd-sub-9s8i2290qg_component-candidate,obimd-sub-9s8i2290qg,9s8i2290qg,9s8i2290qg,obimd-main-9s8i2290qg,36,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002417,obimd-sub-cand-002417,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2417_obs-comp-cand-002417_obimd-sub-4a15wb9p9n_component-candidate,obimd-sub-4a15wb9p9n,4a15wb9p9n,9s8i2290qg,obimd-main-9s8i2290qg,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002418,obimd-sub-cand-002418,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2418_obs-comp-cand-002418_obimd-sub-fzdfz5gkld_component-candidate,obimd-sub-fzdfz5gkld,fzdfz5gkld,fzdfz5gkld,obimd-main-fzdfz5gkld,11,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002419,obimd-sub-cand-002419,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2419_obs-comp-cand-002419_obimd-sub-6csrigfo3r_component-candidate,obimd-sub-6csrigfo3r,6csrigfo3r,6csrigfo3r,obimd-main-6csrigfo3r,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002420,obimd-sub-cand-002420,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2420_obs-comp-cand-002420_obimd-sub-8q6evmyn2i_component-candidate,obimd-sub-8q6evmyn2i,8q6evmyn2i,8q6evmyn2i,obimd-main-8q6evmyn2i,32,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002421,obimd-sub-cand-002421,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2421_obs-comp-cand-002421_obimd-sub-jpxofd3gmu_component-candidate,obimd-sub-jpxofd3gmu,jpxofd3gmu,jpxofd3gmu,obimd-main-jpxofd3gmu,50,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002422,obimd-sub-cand-002422,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2422_obs-comp-cand-002422_obimd-sub-qb74qii1xw_component-candidate,obimd-sub-qb74qii1xw,qb74qii1xw,jpxofd3gmu,obimd-main-jpxofd3gmu,51,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002423,obimd-sub-cand-002423,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2423_obs-comp-cand-002423_obimd-sub-3vj9o4oida_component-candidate,obimd-sub-3vj9o4oida,3vj9o4oida,jpxofd3gmu,obimd-main-jpxofd3gmu,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002424,obimd-sub-cand-002424,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2424_obs-comp-cand-002424_obimd-sub-njhj6kig4b_component-candidate,obimd-sub-njhj6kig4b,njhj6kig4b,jpxofd3gmu,obimd-main-jpxofd3gmu,24,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002425,obimd-sub-cand-002425,corpus/003_graphemic-components/025_002401-002500_obs-comp-cand-bucket_component-candidates/2425_obs-comp-cand-002425_obimd-sub-aw9c0zoz5a_component-candidate,obimd-sub-aw9c0zoz5a,aw9c0zoz5a,jpxofd3gmu,obimd-main-jpxofd3gmu,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
