bucket_sequence,unknown_candidate_id,primary_external_ref_id,packet_path,source_group,source_class_id,source_image_count,review_status,updated_at
001,obs-unk-001101,hust-obc-und-L-001101,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/001_obs-unk-001101_hust-obc-und-L-001101_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1101,1,reviewed_metadata_only,2026-06-10
002,obs-unk-001102,hust-obc-und-L-001102,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/002_obs-unk-001102_hust-obc-und-L-001102_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1102,1,reviewed_metadata_only,2026-06-10
003,obs-unk-001103,hust-obc-und-L-001103,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/003_obs-unk-001103_hust-obc-und-L-001103_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1103,1,reviewed_metadata_only,2026-06-10
004,obs-unk-001104,hust-obc-und-L-001104,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/004_obs-unk-001104_hust-obc-und-L-001104_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1104,1,reviewed_metadata_only,2026-06-10
005,obs-unk-001105,hust-obc-und-L-001105,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/005_obs-unk-001105_hust-obc-und-L-001105_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1105,1,reviewed_metadata_only,2026-06-10
006,obs-unk-001106,hust-obc-und-L-001106,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/006_obs-unk-001106_hust-obc-und-L-001106_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1106,1,reviewed_metadata_only,2026-06-10
007,obs-unk-001107,hust-obc-und-L-001107,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/007_obs-unk-001107_hust-obc-und-L-001107_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1107,1,reviewed_metadata_only,2026-06-10
008,obs-unk-001108,hust-obc-und-L-001108,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/008_obs-unk-001108_hust-obc-und-L-001108_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1108,1,reviewed_metadata_only,2026-06-10
009,obs-unk-001109,hust-obc-und-L-001109,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/009_obs-unk-001109_hust-obc-und-L-001109_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1109,1,reviewed_metadata_only,2026-06-10
010,obs-unk-001110,hust-obc-und-L-001110,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/010_obs-unk-001110_hust-obc-und-L-001110_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1110,1,reviewed_metadata_only,2026-06-10
011,obs-unk-001111,hust-obc-und-L-001111,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/011_obs-unk-001111_hust-obc-und-L-001111_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1111,1,reviewed_metadata_only,2026-06-10
012,obs-unk-001112,hust-obc-und-L-001112,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/012_obs-unk-001112_hust-obc-und-L-001112_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1112,1,reviewed_metadata_only,2026-06-10
013,obs-unk-001113,hust-obc-und-L-001113,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/013_obs-unk-001113_hust-obc-und-L-001113_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1113,1,reviewed_metadata_only,2026-06-10
014,obs-unk-001114,hust-obc-und-L-001114,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/014_obs-unk-001114_hust-obc-und-L-001114_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1114,1,reviewed_metadata_only,2026-06-10
015,obs-unk-001115,hust-obc-und-L-001115,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/015_obs-unk-001115_hust-obc-und-L-001115_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1115,1,reviewed_metadata_only,2026-06-10
016,obs-unk-001116,hust-obc-und-L-001116,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/016_obs-unk-001116_hust-obc-und-L-001116_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1116,1,reviewed_metadata_only,2026-06-10
017,obs-unk-001117,hust-obc-und-L-001117,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/017_obs-unk-001117_hust-obc-und-L-001117_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1117,1,reviewed_metadata_only,2026-06-10
018,obs-unk-001118,hust-obc-und-L-001118,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/018_obs-unk-001118_hust-obc-und-L-001118_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1118,1,reviewed_metadata_only,2026-06-10
019,obs-unk-001119,hust-obc-und-L-001119,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/019_obs-unk-001119_hust-obc-und-L-001119_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1119,1,reviewed_metadata_only,2026-06-10
020,obs-unk-001120,hust-obc-und-L-001120,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/020_obs-unk-001120_hust-obc-und-L-001120_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1120,1,reviewed_metadata_only,2026-06-10
021,obs-unk-001121,hust-obc-und-L-001121,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/021_obs-unk-001121_hust-obc-und-L-001121_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1121,1,reviewed_metadata_only,2026-06-10
022,obs-unk-001122,hust-obc-und-L-001122,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/022_obs-unk-001122_hust-obc-und-L-001122_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1122,1,reviewed_metadata_only,2026-06-10
023,obs-unk-001123,hust-obc-und-L-001123,corpus/001_oracle-characters/028_undeciphered-001101-001200_obs-unk-bucket_oracle-character-candidates/023_obs-unk-001123_hust-obc-und-L-001123_oracle-character-candidate/01_undeciphered-candidate-packet.json,L,1123,1,reviewed_metadata_only,2026-06-10
