project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-004101,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4101_obs-evo-cand-004101_evobc-cat-04101_evolution-candidate/08_evolution-dossier-index.json,棣,U+68E3,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-004102,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4102_obs-evo-cand-004102_evobc-cat-04102_evolution-candidate/08_evolution-dossier-index.json,棥,U+68E5,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-004103,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4103_obs-evo-cand-004103_evobc-cat-04103_evolution-candidate/08_evolution-dossier-index.json,棧,U+68E7,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-004104,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4104_obs-evo-cand-004104_evobc-cat-04104_evolution-candidate/08_evolution-dossier-index.json,棨,U+68E8,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-004105,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4105_obs-evo-cand-004105_evobc-cat-04105_evolution-candidate/08_evolution-dossier-index.json,棪,U+68EA,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-004106,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4106_obs-evo-cand-004106_evobc-cat-04106_evolution-candidate/08_evolution-dossier-index.json,棫,U+68EB,7,needs_human_evolution_review,2026-06-20
obs-evo-cand-004107,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4107_obs-evo-cand-004107_evobc-cat-04107_evolution-candidate/08_evolution-dossier-index.json,森,U+68EE,33,needs_human_evolution_review,2026-06-20
obs-evo-cand-004108,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4108_obs-evo-cand-004108_evobc-cat-04108_evolution-candidate/08_evolution-dossier-index.json,棱,U+68F1,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-004109,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4109_obs-evo-cand-004109_evobc-cat-04109_evolution-candidate/08_evolution-dossier-index.json,棲,U+68F2,19,needs_human_evolution_review,2026-06-20
obs-evo-cand-004110,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/042_004101-004200_obs-evo-cand-bucket_evolution-candidates/4110_obs-evo-cand-004110_evobc-cat-04110_evolution-candidate/08_evolution-dossier-index.json,棳,U+68F3,1,needs_human_evolution_review,2026-06-20
