candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-000401,obimd-sub-cand-000401,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/401_obs-comp-cand-000401_obimd-sub-1gsz56q4q2_component-candidate,obimd-sub-1gsz56q4q2,1gsz56q4q2,b4g0n16lxd,obimd-main-b4g0n16lxd,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000402,obimd-sub-cand-000402,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/402_obs-comp-cand-000402_obimd-sub-cxzdczacxy_component-candidate,obimd-sub-cxzdczacxy,cxzdczacxy,cxzdczacxy,obimd-main-cxzdczacxy,11,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000403,obimd-sub-cand-000403,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/403_obs-comp-cand-000403_obimd-sub-qj5ls1wkvt_component-candidate,obimd-sub-qj5ls1wkvt,qj5ls1wkvt,qj5ls1wkvt,obimd-main-qj5ls1wkvt,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000404,obimd-sub-cand-000404,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/404_obs-comp-cand-000404_obimd-sub-no8hgfw0su_component-candidate,obimd-sub-no8hgfw0su,no8hgfw0su,no8hgfw0su,obimd-main-no8hgfw0su,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000405,obimd-sub-cand-000405,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/405_obs-comp-cand-000405_obimd-sub-ge4xfsbtgz_component-candidate,obimd-sub-ge4xfsbtgz,ge4xfsbtgz,ge4xfsbtgz,obimd-main-ge4xfsbtgz,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000406,obimd-sub-cand-000406,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/406_obs-comp-cand-000406_obimd-sub-ls6u8dscwp_component-candidate,obimd-sub-ls6u8dscwp,ls6u8dscwp,ls6u8dscwp,obimd-main-ls6u8dscwp,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000407,obimd-sub-cand-000407,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/407_obs-comp-cand-000407_obimd-sub-f5mh4nlab1_component-candidate,obimd-sub-f5mh4nlab1,f5mh4nlab1,ls6u8dscwp,obimd-main-ls6u8dscwp,7,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000408,obimd-sub-cand-000408,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/408_obs-comp-cand-000408_obimd-sub-zqbrsgetax_component-candidate,obimd-sub-zqbrsgetax,zqbrsgetax,ls6u8dscwp,obimd-main-ls6u8dscwp,7,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000409,obimd-sub-cand-000409,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/409_obs-comp-cand-000409_obimd-sub-ym31pebplg_component-candidate,obimd-sub-ym31pebplg,ym31pebplg,ls6u8dscwp,obimd-main-ls6u8dscwp,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000410,obimd-sub-cand-000410,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/410_obs-comp-cand-000410_obimd-sub-d339lim5ps_component-candidate,obimd-sub-d339lim5ps,d339lim5ps,d339lim5ps,obimd-main-d339lim5ps,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000411,obimd-sub-cand-000411,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/411_obs-comp-cand-000411_obimd-sub-3gkwrw1r21_component-candidate,obimd-sub-3gkwrw1r21,3gkwrw1r21,d339lim5ps,obimd-main-d339lim5ps,11,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000412,obimd-sub-cand-000412,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/412_obs-comp-cand-000412_obimd-sub-91wuvmq6ju_component-candidate,obimd-sub-91wuvmq6ju,91wuvmq6ju,91wuvmq6ju,obimd-main-91wuvmq6ju,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000413,obimd-sub-cand-000413,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/413_obs-comp-cand-000413_obimd-sub-exg6lsn5w7_component-candidate,obimd-sub-exg6lsn5w7,exg6lsn5w7,exg6lsn5w7,obimd-main-exg6lsn5w7,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000414,obimd-sub-cand-000414,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/414_obs-comp-cand-000414_obimd-sub-fll6c5zkzf_component-candidate,obimd-sub-fll6c5zkzf,fll6c5zkzf,exg6lsn5w7,obimd-main-exg6lsn5w7,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000415,obimd-sub-cand-000415,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/415_obs-comp-cand-000415_obimd-sub-9chx3kaelf_component-candidate,obimd-sub-9chx3kaelf,9chx3kaelf,exg6lsn5w7,obimd-main-exg6lsn5w7,22,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000416,obimd-sub-cand-000416,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/416_obs-comp-cand-000416_obimd-sub-nhpw81ldzo_component-candidate,obimd-sub-nhpw81ldzo,nhpw81ldzo,exg6lsn5w7,obimd-main-exg6lsn5w7,8,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000417,obimd-sub-cand-000417,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/417_obs-comp-cand-000417_obimd-sub-p8enf49eh4_component-candidate,obimd-sub-p8enf49eh4,p8enf49eh4,exg6lsn5w7,obimd-main-exg6lsn5w7,7,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000418,obimd-sub-cand-000418,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/418_obs-comp-cand-000418_obimd-sub-0zij73e4bo_component-candidate,obimd-sub-0zij73e4bo,0zij73e4bo,0zij73e4bo,obimd-main-0zij73e4bo,19,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000419,obimd-sub-cand-000419,corpus/003_graphemic-components/005_000401-000500_obs-comp-cand-bucket_component-candidates/419_obs-comp-cand-000419_obimd-sub-v026vtmjx4_component-candidate,obimd-sub-v026vtmjx4,v026vtmjx4,0zij73e4bo,obimd-main-0zij73e4bo,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
