candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-000901,obimd-sub-cand-000901,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/901_obs-comp-cand-000901_obimd-sub-306br54upg_component-candidate,obimd-sub-306br54upg,306br54upg,306br54upg,obimd-main-306br54upg,14,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000902,obimd-sub-cand-000902,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/902_obs-comp-cand-000902_obimd-sub-lacjgjmulx_component-candidate,obimd-sub-lacjgjmulx,lacjgjmulx,lacjgjmulx,obimd-main-lacjgjmulx,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000903,obimd-sub-cand-000903,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/903_obs-comp-cand-000903_obimd-sub-947jc8d4sh_component-candidate,obimd-sub-947jc8d4sh,947jc8d4sh,947jc8d4sh,obimd-main-947jc8d4sh,15,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000904,obimd-sub-cand-000904,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/904_obs-comp-cand-000904_obimd-sub-6x67uoui5o_component-candidate,obimd-sub-6x67uoui5o,6x67uoui5o,947jc8d4sh,obimd-main-947jc8d4sh,6,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000905,obimd-sub-cand-000905,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/905_obs-comp-cand-000905_obimd-sub-rfxejqz8as_component-candidate,obimd-sub-rfxejqz8as,rfxejqz8as,rfxejqz8as,obimd-main-rfxejqz8as,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000906,obimd-sub-cand-000906,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/906_obs-comp-cand-000906_obimd-sub-sbjf4foazl_component-candidate,obimd-sub-sbjf4foazl,sbjf4foazl,sbjf4foazl,obimd-main-sbjf4foazl,46,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000907,obimd-sub-cand-000907,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/907_obs-comp-cand-000907_obimd-sub-e2igpc50o1_component-candidate,obimd-sub-e2igpc50o1,e2igpc50o1,sbjf4foazl,obimd-main-sbjf4foazl,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000908,obimd-sub-cand-000908,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/908_obs-comp-cand-000908_obimd-sub-sdos1cdyy4_component-candidate,obimd-sub-sdos1cdyy4,sdos1cdyy4,sdos1cdyy4,obimd-main-sdos1cdyy4,41,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000909,obimd-sub-cand-000909,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/909_obs-comp-cand-000909_obimd-sub-kgyxegwfqu_component-candidate,obimd-sub-kgyxegwfqu,kgyxegwfqu,sdos1cdyy4,obimd-main-sdos1cdyy4,12,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000910,obimd-sub-cand-000910,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/910_obs-comp-cand-000910_obimd-sub-oo8lj6rypz_component-candidate,obimd-sub-oo8lj6rypz,oo8lj6rypz,sdos1cdyy4,obimd-main-sdos1cdyy4,29,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000911,obimd-sub-cand-000911,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/911_obs-comp-cand-000911_obimd-sub-7p7pi5fxkj_component-candidate,obimd-sub-7p7pi5fxkj,7p7pi5fxkj,7p7pi5fxkj,obimd-main-7p7pi5fxkj,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000912,obimd-sub-cand-000912,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/912_obs-comp-cand-000912_obimd-sub-9m5jjuadiy_component-candidate,obimd-sub-9m5jjuadiy,9m5jjuadiy,7p7pi5fxkj,obimd-main-7p7pi5fxkj,12,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000913,obimd-sub-cand-000913,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/913_obs-comp-cand-000913_obimd-sub-d9vtt5msc1_component-candidate,obimd-sub-d9vtt5msc1,d9vtt5msc1,d9vtt5msc1,obimd-main-d9vtt5msc1,19,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000914,obimd-sub-cand-000914,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/914_obs-comp-cand-000914_obimd-sub-yzii0m98zy_component-candidate,obimd-sub-yzii0m98zy,yzii0m98zy,yzii0m98zy,obimd-main-yzii0m98zy,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000915,obimd-sub-cand-000915,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/915_obs-comp-cand-000915_obimd-sub-csyhzui9uc_component-candidate,obimd-sub-csyhzui9uc,csyhzui9uc,csyhzui9uc,obimd-main-csyhzui9uc,20,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000916,obimd-sub-cand-000916,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/916_obs-comp-cand-000916_obimd-sub-n66aq8gzoi_component-candidate,obimd-sub-n66aq8gzoi,n66aq8gzoi,csyhzui9uc,obimd-main-csyhzui9uc,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-000917,obimd-sub-cand-000917,corpus/003_graphemic-components/010_000901-001000_obs-comp-cand-bucket_component-candidates/917_obs-comp-cand-000917_obimd-sub-kjeovtb3db_component-candidate,obimd-sub-kjeovtb3db,kjeovtb3db,kjeovtb3db,obimd-main-kjeovtb3db,7,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
