bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-014-row-001,hust-obc-obs-char-promo-001301,obs-char-001301,014_001301-001400_obs-char-bucket_oracle-characters,1301_obs-char-001301_hust-obc-cat-1454_oracle-character,obs-cand-001301,src-hust-obc,hust-obc-cat-1454,1454,01454,1300,hust-obc-label-xwalk-1301,㦤,U+39A4,1,false,1,hust-obc-src-cat-1454,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-002,hust-obc-obs-char-promo-001302,obs-char-001302,014_001301-001400_obs-char-bucket_oracle-characters,1302_obs-char-001302_hust-obc-cat-1455_oracle-character,obs-cand-001302,src-hust-obc,hust-obc-cat-1455,1455,01455,1301,hust-obc-label-xwalk-1302,㦥,U+39A5,1,false,1,hust-obc-src-cat-1455,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-003,hust-obc-obs-char-promo-001303,obs-char-001303,014_001301-001400_obs-char-bucket_oracle-characters,1303_obs-char-001303_hust-obc-cat-1456_oracle-character,obs-cand-001303,src-hust-obc,hust-obc-cat-1456,1456,01456,1302,hust-obc-label-xwalk-1303,㦦,U+39A6,1,false,1,hust-obc-src-cat-1456,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-004,hust-obc-obs-char-promo-001304,obs-char-001304,014_001301-001400_obs-char-bucket_oracle-characters,1304_obs-char-001304_hust-obc-cat-1457_oracle-character,obs-cand-001304,src-hust-obc,hust-obc-cat-1457,1457,01457,1303,hust-obc-label-xwalk-1304,㦧,U+39A7,1,false,1,hust-obc-src-cat-1457,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-005,hust-obc-obs-char-promo-001305,obs-char-001305,014_001301-001400_obs-char-bucket_oracle-characters,1305_obs-char-001305_hust-obc-cat-1458_oracle-character,obs-cand-001305,src-hust-obc,hust-obc-cat-1458,1458,01458,1304,hust-obc-label-xwalk-1305,㦨,U+39A8,1,false,1,hust-obc-src-cat-1458,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-006,hust-obc-obs-char-promo-001306,obs-char-001306,014_001301-001400_obs-char-bucket_oracle-characters,1306_obs-char-001306_hust-obc-cat-1459_oracle-character,obs-cand-001306,src-hust-obc,hust-obc-cat-1459,1459,01459,1305,hust-obc-label-xwalk-1306,㦩,U+39A9,1,false,1,hust-obc-src-cat-1459,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-007,hust-obc-obs-char-promo-001307,obs-char-001307,014_001301-001400_obs-char-bucket_oracle-characters,1307_obs-char-001307_hust-obc-cat-1460_oracle-character,obs-cand-001307,src-hust-obc,hust-obc-cat-1460,1460,01460,1306,hust-obc-label-xwalk-1307,㦪,U+39AA,1,false,1,hust-obc-src-cat-1460,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-008,hust-obc-obs-char-promo-001308,obs-char-001308,014_001301-001400_obs-char-bucket_oracle-characters,1308_obs-char-001308_hust-obc-cat-1461_oracle-character,obs-cand-001308,src-hust-obc,hust-obc-cat-1461,1461,01461,1307,hust-obc-label-xwalk-1308,㦫,U+39AB,1,false,1,hust-obc-src-cat-1461,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-009,hust-obc-obs-char-promo-001309,obs-char-001309,014_001301-001400_obs-char-bucket_oracle-characters,1309_obs-char-001309_hust-obc-cat-1462_oracle-character,obs-cand-001309,src-hust-obc,hust-obc-cat-1462,1462,01462,1308,hust-obc-label-xwalk-1309,㦬,U+39AC,1,false,1,hust-obc-src-cat-1462,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-014-row-010,hust-obc-obs-char-promo-001310,obs-char-001310,014_001301-001400_obs-char-bucket_oracle-characters,1310_obs-char-001310_hust-obc-cat-1463_oracle-character,obs-cand-001310,src-hust-obc,hust-obc-cat-1463,1463,01463,1309,hust-obc-label-xwalk-1310,㦭,U+39AD,1,false,1,hust-obc-src-cat-1463,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
