candidate_packet_id,suggested_oracle_character_id,candidate_packet_path,source_id,primary_external_ref_id,source_label_candidate,source_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,promotion_queue_id,candidate_class_id,source_category_row_ids,assignment_status,promotion_status,decipherment_status,dataset_label_status,rights_status,review_status,research_boundary,caution,updated_at
hust-obc-candidate-packet-001301,obs-char-001301,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1301_obs-char-001301_hust-obc-cat-1454_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1454,㦤,U+39A4,1,false,1,hust-obc-obs-char-promo-001301,obs-cand-001301,hust-obc-src-cat-1454,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001302,obs-char-001302,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1302_obs-char-001302_hust-obc-cat-1455_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1455,㦥,U+39A5,1,false,1,hust-obc-obs-char-promo-001302,obs-cand-001302,hust-obc-src-cat-1455,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001303,obs-char-001303,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1303_obs-char-001303_hust-obc-cat-1456_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1456,㦦,U+39A6,1,false,1,hust-obc-obs-char-promo-001303,obs-cand-001303,hust-obc-src-cat-1456,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001304,obs-char-001304,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1304_obs-char-001304_hust-obc-cat-1457_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1457,㦧,U+39A7,1,false,1,hust-obc-obs-char-promo-001304,obs-cand-001304,hust-obc-src-cat-1457,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001305,obs-char-001305,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1305_obs-char-001305_hust-obc-cat-1458_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1458,㦨,U+39A8,1,false,1,hust-obc-obs-char-promo-001305,obs-cand-001305,hust-obc-src-cat-1458,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001306,obs-char-001306,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1306_obs-char-001306_hust-obc-cat-1459_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1459,㦩,U+39A9,1,false,1,hust-obc-obs-char-promo-001306,obs-cand-001306,hust-obc-src-cat-1459,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001307,obs-char-001307,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1307_obs-char-001307_hust-obc-cat-1460_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1460,㦪,U+39AA,1,false,1,hust-obc-obs-char-promo-001307,obs-cand-001307,hust-obc-src-cat-1460,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001308,obs-char-001308,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1308_obs-char-001308_hust-obc-cat-1461_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1461,㦫,U+39AB,1,false,1,hust-obc-obs-char-promo-001308,obs-cand-001308,hust-obc-src-cat-1461,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001309,obs-char-001309,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1309_obs-char-001309_hust-obc-cat-1462_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1462,㦬,U+39AC,1,false,1,hust-obc-obs-char-promo-001309,obs-cand-001309,hust-obc-src-cat-1462,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
hust-obc-candidate-packet-001310,obs-char-001310,corpus/001_oracle-characters/014_001301-001400_obs-char-bucket_oracle-characters/1310_obs-char-001310_hust-obc-cat-1463_oracle-character/01_candidate-character-packet.json,src-hust-obc,hust-obc-cat-1463,㦭,U+39AD,1,false,1,hust-obc-obs-char-promo-001310,obs-cand-001310,hust-obc-src-cat-1463,reserved_candidate_not_assigned,needs_cross_source_review,unknown_until_cross_source_review,dataset_label_candidate_not_accepted_reading,source_marked_risk_noted,needs_cross_source_review,candidate_packet_not_accepted_character_record_not_scholarship,"Candidate packet only. This is not an accepted oracle character record, not an accepted reading, not a source promotion, and not a decipherment conclusion. The HUST-OBC label is dataset metadata for lookup until cross-source review.",2026-06-10
