project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-003501,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3501_obs-evo-cand-003501_evobc-cat-03501_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3501_obs-evo-cand-003501_evobc-cat-03501_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3501_obs-evo-cand-003501_evobc-cat-03501_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3501_obs-evo-cand-003501_evobc-cat-03501_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3501_obs-evo-cand-003501_evobc-cat-03501_evolution-candidate/04_human-review-sheet.md,撢,U+64A2,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003502,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3502_obs-evo-cand-003502_evobc-cat-03502_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3502_obs-evo-cand-003502_evobc-cat-03502_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3502_obs-evo-cand-003502_evobc-cat-03502_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3502_obs-evo-cand-003502_evobc-cat-03502_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3502_obs-evo-cand-003502_evobc-cat-03502_evolution-candidate/04_human-review-sheet.md,撣,U+64A3,11,needs_human_evolution_review,2026-06-20
obs-evo-cand-003503,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3503_obs-evo-cand-003503_evobc-cat-03503_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3503_obs-evo-cand-003503_evobc-cat-03503_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3503_obs-evo-cand-003503_evobc-cat-03503_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3503_obs-evo-cand-003503_evobc-cat-03503_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3503_obs-evo-cand-003503_evobc-cat-03503_evolution-candidate/04_human-review-sheet.md,撥,U+64A5,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-003504,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3504_obs-evo-cand-003504_evobc-cat-03504_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3504_obs-evo-cand-003504_evobc-cat-03504_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3504_obs-evo-cand-003504_evobc-cat-03504_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3504_obs-evo-cand-003504_evobc-cat-03504_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3504_obs-evo-cand-003504_evobc-cat-03504_evolution-candidate/04_human-review-sheet.md,撩,U+64A9,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003505,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3505_obs-evo-cand-003505_evobc-cat-03505_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3505_obs-evo-cand-003505_evobc-cat-03505_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3505_obs-evo-cand-003505_evobc-cat-03505_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3505_obs-evo-cand-003505_evobc-cat-03505_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3505_obs-evo-cand-003505_evobc-cat-03505_evolution-candidate/04_human-review-sheet.md,撫,U+64AB,12,needs_human_evolution_review,2026-06-20
obs-evo-cand-003506,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3506_obs-evo-cand-003506_evobc-cat-03506_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3506_obs-evo-cand-003506_evobc-cat-03506_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3506_obs-evo-cand-003506_evobc-cat-03506_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3506_obs-evo-cand-003506_evobc-cat-03506_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3506_obs-evo-cand-003506_evobc-cat-03506_evolution-candidate/04_human-review-sheet.md,播,U+64AD,17,needs_human_evolution_review,2026-06-20
obs-evo-cand-003507,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3507_obs-evo-cand-003507_evobc-cat-03507_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3507_obs-evo-cand-003507_evobc-cat-03507_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3507_obs-evo-cand-003507_evobc-cat-03507_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3507_obs-evo-cand-003507_evobc-cat-03507_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3507_obs-evo-cand-003507_evobc-cat-03507_evolution-candidate/04_human-review-sheet.md,撮,U+64AE,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003508,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3508_obs-evo-cand-003508_evobc-cat-03508_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3508_obs-evo-cand-003508_evobc-cat-03508_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3508_obs-evo-cand-003508_evobc-cat-03508_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3508_obs-evo-cand-003508_evobc-cat-03508_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3508_obs-evo-cand-003508_evobc-cat-03508_evolution-candidate/04_human-review-sheet.md,撰,U+64B0,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-003509,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3509_obs-evo-cand-003509_evobc-cat-03509_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3509_obs-evo-cand-003509_evobc-cat-03509_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3509_obs-evo-cand-003509_evobc-cat-03509_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3509_obs-evo-cand-003509_evobc-cat-03509_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3509_obs-evo-cand-003509_evobc-cat-03509_evolution-candidate/04_human-review-sheet.md,撲,U+64B2,14,needs_human_evolution_review,2026-06-20
obs-evo-cand-003510,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3510_obs-evo-cand-003510_evobc-cat-03510_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3510_obs-evo-cand-003510_evobc-cat-03510_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3510_obs-evo-cand-003510_evobc-cat-03510_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3510_obs-evo-cand-003510_evobc-cat-03510_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3510_obs-evo-cand-003510_evobc-cat-03510_evolution-candidate/04_human-review-sheet.md,撻,U+64BB,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003511,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3511_obs-evo-cand-003511_evobc-cat-03511_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3511_obs-evo-cand-003511_evobc-cat-03511_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3511_obs-evo-cand-003511_evobc-cat-03511_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3511_obs-evo-cand-003511_evobc-cat-03511_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/036_003501-003600_obs-evo-cand-bucket_evolution-candidates/3511_obs-evo-cand-003511_evobc-cat-03511_evolution-candidate/04_human-review-sheet.md,撽,U+64BD,1,needs_human_evolution_review,2026-06-20
