project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-003401,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3401_obs-evo-cand-003401_evobc-cat-03401_evolution-candidate/08_evolution-dossier-index.json,掐,U+6390,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003402,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3402_obs-evo-cand-003402_evobc-cat-03402_evolution-candidate/08_evolution-dossier-index.json,排,U+6392,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-003403,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3403_obs-evo-cand-003403_evobc-cat-03403_evolution-candidate/08_evolution-dossier-index.json,掓,U+6393,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-003404,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3404_obs-evo-cand-003404_evobc-cat-03404_evolution-candidate/08_evolution-dossier-index.json,掔,U+6394,13,needs_human_evolution_review,2026-06-20
obs-evo-cand-003405,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3405_obs-evo-cand-003405_evobc-cat-03405_evolution-candidate/08_evolution-dossier-index.json,掕,U+6395,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003406,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3406_obs-evo-cand-003406_evobc-cat-03406_evolution-candidate/08_evolution-dossier-index.json,掖,U+6396,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-003407,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3407_obs-evo-cand-003407_evobc-cat-03407_evolution-candidate/08_evolution-dossier-index.json,掘,U+6398,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-003408,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3408_obs-evo-cand-003408_evobc-cat-03408_evolution-candidate/08_evolution-dossier-index.json,掠,U+63A0,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-003409,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3409_obs-evo-cand-003409_evobc-cat-03409_evolution-candidate/08_evolution-dossier-index.json,採,U+63A1,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-003410,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/035_003401-003500_obs-evo-cand-bucket_evolution-candidates/3410_obs-evo-cand-003410_evobc-cat-03410_evolution-candidate/08_evolution-dossier-index.json,探,U+63A2,4,needs_human_evolution_review,2026-06-20
