candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-002001,obimd-sub-cand-002001,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2001_obs-comp-cand-002001_obimd-sub-relqgnqija_component-candidate,obimd-sub-relqgnqija,relqgnqija,relqgnqija,obimd-main-relqgnqija,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002002,obimd-sub-cand-002002,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2002_obs-comp-cand-002002_obimd-sub-hmxcbd3z22_component-candidate,obimd-sub-hmxcbd3z22,hmxcbd3z22,hmxcbd3z22,obimd-main-hmxcbd3z22,16,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002003,obimd-sub-cand-002003,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2003_obs-comp-cand-002003_obimd-sub-xh73qi524y_component-candidate,obimd-sub-xh73qi524y,xh73qi524y,xh73qi524y,obimd-main-xh73qi524y,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002004,obimd-sub-cand-002004,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2004_obs-comp-cand-002004_obimd-sub-67yxx2eqp0_component-candidate,obimd-sub-67yxx2eqp0,67yxx2eqp0,67yxx2eqp0,obimd-main-67yxx2eqp0,61,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002005,obimd-sub-cand-002005,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2005_obs-comp-cand-002005_obimd-sub-p5kb2560ap_component-candidate,obimd-sub-p5kb2560ap,p5kb2560ap,67yxx2eqp0,obimd-main-67yxx2eqp0,32,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002006,obimd-sub-cand-002006,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2006_obs-comp-cand-002006_obimd-sub-84k3ytxe3j_component-candidate,obimd-sub-84k3ytxe3j,84k3ytxe3j,67yxx2eqp0,obimd-main-67yxx2eqp0,5,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002007,obimd-sub-cand-002007,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2007_obs-comp-cand-002007_obimd-sub-l4lq5esn5g_component-candidate,obimd-sub-l4lq5esn5g,l4lq5esn5g,l4lq5esn5g,obimd-main-l4lq5esn5g,43,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002008,obimd-sub-cand-002008,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2008_obs-comp-cand-002008_obimd-sub-9v5awgfjs8_component-candidate,obimd-sub-9v5awgfjs8,9v5awgfjs8,l4lq5esn5g,obimd-main-l4lq5esn5g,3,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002009,obimd-sub-cand-002009,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2009_obs-comp-cand-002009_obimd-sub-ih9q27svl3_component-candidate,obimd-sub-ih9q27svl3,ih9q27svl3,l4lq5esn5g,obimd-main-l4lq5esn5g,48,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-002010,obimd-sub-cand-002010,corpus/003_graphemic-components/021_002001-002100_obs-comp-cand-bucket_component-candidates/2010_obs-comp-cand-002010_obimd-sub-9k2v5ankcl_component-candidate,obimd-sub-9k2v5ankcl,9k2v5ankcl,l4lq5esn5g,obimd-main-l4lq5esn5g,42,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
