code_index_id,project_id,candidate_evolution_category_id,codebook_row_id,code_type,code_value,observed_token,label_en,label_zh,category_image_reference_count,code_image_reference_count,reference_basis,review_status,caution,updated_at
obs-evo-cand-003854-era-00,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-001,era,0,OBC,Oracle Bone Characters,甲骨文字,120,8,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-era-01,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-002,era,1,BI,Bronze Inscriptions,金文,120,73,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-era-02,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-003,era,2,SS,Seal Script,篆书,120,2,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-era-03,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-004,era,3,SAC,Spring and Autumn period Characters,春秋文字,120,5,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-era-04,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-005,era,4,WSC,Warring States period Characters,战国文字,120,31,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-era-05,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-006,era,5,CS,Clerical Script,隶书,120,1,EVOBC README shorthand table and List_of_EVOBC filename tokens.,reviewed_metadata_only,Era labels are EVOBC dataset labels and still require source-chain review.,2026-06-20
obs-evo-cand-003854-source-01,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-008,source,1,Web:105952;說文Web:58,,,120,44,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
obs-evo-cand-003854-source-02,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-009,source,2,Book:17600,,,120,2,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
obs-evo-cand-003854-source-03,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-010,source,3,Book:21681,,,120,49,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
obs-evo-cand-003854-source-04,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-011,source,4,Book:9131,,,120,5,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
obs-evo-cand-003854-source-05,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-012,source,5,Book:32794,,,120,17,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
obs-evo-cand-003854-source-07,obs-evo-cand-003854,evobc-evo-cat-03854,evobc-code-014,source,7,Book:9676,,,120,3,Observed from List_of_EVOBC filename tokens; not an official source-name mapping.,reviewed_metadata_only,Source code labels are not documented in the README and must not be overinterpreted.,2026-06-20
