project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-002101,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2101_obs-evo-cand-002101_evobc-cat-02101_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2101_obs-evo-cand-002101_evobc-cat-02101_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2101_obs-evo-cand-002101_evobc-cat-02101_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2101_obs-evo-cand-002101_evobc-cat-02101_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2101_obs-evo-cand-002101_evobc-cat-02101_evolution-candidate/04_human-review-sheet.md,妴,U+59B4,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-002102,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2102_obs-evo-cand-002102_evobc-cat-02102_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2102_obs-evo-cand-002102_evobc-cat-02102_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2102_obs-evo-cand-002102_evobc-cat-02102_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2102_obs-evo-cand-002102_evobc-cat-02102_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2102_obs-evo-cand-002102_evobc-cat-02102_evolution-candidate/04_human-review-sheet.md,妵,U+59B5,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-002103,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2103_obs-evo-cand-002103_evobc-cat-02103_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2103_obs-evo-cand-002103_evobc-cat-02103_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2103_obs-evo-cand-002103_evobc-cat-02103_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2103_obs-evo-cand-002103_evobc-cat-02103_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2103_obs-evo-cand-002103_evobc-cat-02103_evolution-candidate/04_human-review-sheet.md,妶,U+59B6,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-002104,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2104_obs-evo-cand-002104_evobc-cat-02104_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2104_obs-evo-cand-002104_evobc-cat-02104_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2104_obs-evo-cand-002104_evobc-cat-02104_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2104_obs-evo-cand-002104_evobc-cat-02104_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2104_obs-evo-cand-002104_evobc-cat-02104_evolution-candidate/04_human-review-sheet.md,妸,U+59B8,38,needs_human_evolution_review,2026-06-20
obs-evo-cand-002105,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2105_obs-evo-cand-002105_evobc-cat-02105_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2105_obs-evo-cand-002105_evobc-cat-02105_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2105_obs-evo-cand-002105_evobc-cat-02105_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2105_obs-evo-cand-002105_evobc-cat-02105_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2105_obs-evo-cand-002105_evobc-cat-02105_evolution-candidate/04_human-review-sheet.md,妹,U+59B9,133,needs_human_evolution_review,2026-06-20
obs-evo-cand-002106,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2106_obs-evo-cand-002106_evobc-cat-02106_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2106_obs-evo-cand-002106_evobc-cat-02106_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2106_obs-evo-cand-002106_evobc-cat-02106_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2106_obs-evo-cand-002106_evobc-cat-02106_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2106_obs-evo-cand-002106_evobc-cat-02106_evolution-candidate/04_human-review-sheet.md,妻,U+59BB,163,needs_human_evolution_review,2026-06-20
obs-evo-cand-002107,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2107_obs-evo-cand-002107_evobc-cat-02107_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2107_obs-evo-cand-002107_evobc-cat-02107_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2107_obs-evo-cand-002107_evobc-cat-02107_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2107_obs-evo-cand-002107_evobc-cat-02107_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2107_obs-evo-cand-002107_evobc-cat-02107_evolution-candidate/04_human-review-sheet.md,妾,U+59BE,143,needs_human_evolution_review,2026-06-20
obs-evo-cand-002108,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2108_obs-evo-cand-002108_evobc-cat-02108_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2108_obs-evo-cand-002108_evobc-cat-02108_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2108_obs-evo-cand-002108_evobc-cat-02108_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2108_obs-evo-cand-002108_evobc-cat-02108_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2108_obs-evo-cand-002108_evobc-cat-02108_evolution-candidate/04_human-review-sheet.md,妿,U+59BF,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-002109,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2109_obs-evo-cand-002109_evobc-cat-02109_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2109_obs-evo-cand-002109_evobc-cat-02109_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2109_obs-evo-cand-002109_evobc-cat-02109_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2109_obs-evo-cand-002109_evobc-cat-02109_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2109_obs-evo-cand-002109_evobc-cat-02109_evolution-candidate/04_human-review-sheet.md,姀,U+59C0,28,needs_human_evolution_review,2026-06-20
obs-evo-cand-002110,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2110_obs-evo-cand-002110_evobc-cat-02110_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2110_obs-evo-cand-002110_evobc-cat-02110_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2110_obs-evo-cand-002110_evobc-cat-02110_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2110_obs-evo-cand-002110_evobc-cat-02110_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/022_002101-002200_obs-evo-cand-bucket_evolution-candidates/2110_obs-evo-cand-002110_evobc-cat-02110_evolution-candidate/04_human-review-sheet.md,姁,U+59C1,4,needs_human_evolution_review,2026-06-20
