bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-003-row-001,hust-obc-obs-char-promo-000201,obs-char-000201,003_000201-000300_obs-char-bucket_oracle-characters,201_obs-char-000201_hust-obc-cat-0224_oracle-character,obs-cand-000201,src-hust-obc,hust-obc-cat-0224,0224,00224,200,hust-obc-label-xwalk-0201,㓖,U+34D6,1,false,1,hust-obc-src-cat-0224,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-002,hust-obc-obs-char-promo-000202,obs-char-000202,003_000201-000300_obs-char-bucket_oracle-characters,202_obs-char-000202_hust-obc-cat-0225_oracle-character,obs-cand-000202,src-hust-obc,hust-obc-cat-0225,0225,00225,201,hust-obc-label-xwalk-0202,㓗,U+34D7,1,false,1,hust-obc-src-cat-0225,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-003,hust-obc-obs-char-promo-000203,obs-char-000203,003_000201-000300_obs-char-bucket_oracle-characters,203_obs-char-000203_hust-obc-cat-0226_oracle-character,obs-cand-000203,src-hust-obc,hust-obc-cat-0226,0226,00226,202,hust-obc-label-xwalk-0203,㓘,U+34D8,1,false,1,hust-obc-src-cat-0226,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-004,hust-obc-obs-char-promo-000204,obs-char-000204,003_000201-000300_obs-char-bucket_oracle-characters,204_obs-char-000204_hust-obc-cat-0227_oracle-character,obs-cand-000204,src-hust-obc,hust-obc-cat-0227,0227,00227,203,hust-obc-label-xwalk-0204,㓙,U+34D9,1,false,1,hust-obc-src-cat-0227,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-005,hust-obc-obs-char-promo-000205,obs-char-000205,003_000201-000300_obs-char-bucket_oracle-characters,205_obs-char-000205_hust-obc-cat-0228_oracle-character,obs-cand-000205,src-hust-obc,hust-obc-cat-0228,0228,00228,204,hust-obc-label-xwalk-0205,㓚,U+34DA,1,false,1,hust-obc-src-cat-0228,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-006,hust-obc-obs-char-promo-000206,obs-char-000206,003_000201-000300_obs-char-bucket_oracle-characters,206_obs-char-000206_hust-obc-cat-0229_oracle-character,obs-cand-000206,src-hust-obc,hust-obc-cat-0229,0229,00229,205,hust-obc-label-xwalk-0206,㓛,U+34DB,1,false,1,hust-obc-src-cat-0229,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-007,hust-obc-obs-char-promo-000207,obs-char-000207,003_000201-000300_obs-char-bucket_oracle-characters,207_obs-char-000207_hust-obc-cat-0230_oracle-character,obs-cand-000207,src-hust-obc,hust-obc-cat-0230,0230,00230,206,hust-obc-label-xwalk-0207,㓜,U+34DC,1,false,1,hust-obc-src-cat-0230,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-008,hust-obc-obs-char-promo-000208,obs-char-000208,003_000201-000300_obs-char-bucket_oracle-characters,208_obs-char-000208_hust-obc-cat-0231_oracle-character,obs-cand-000208,src-hust-obc,hust-obc-cat-0231,0231,00231,207,hust-obc-label-xwalk-0208,㓝,U+34DD,1,false,1,hust-obc-src-cat-0231,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-009,hust-obc-obs-char-promo-000209,obs-char-000209,003_000201-000300_obs-char-bucket_oracle-characters,209_obs-char-000209_hust-obc-cat-0232_oracle-character,obs-cand-000209,src-hust-obc,hust-obc-cat-0232,0232,00232,208,hust-obc-label-xwalk-0209,㓞,U+34DE,1,false,1,hust-obc-src-cat-0232,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-003-row-010,hust-obc-obs-char-promo-000210,obs-char-000210,003_000201-000300_obs-char-bucket_oracle-characters,210_obs-char-000210_hust-obc-cat-0233_oracle-character,obs-cand-000210,src-hust-obc,hust-obc-cat-0233,0233,00233,209,hust-obc-label-xwalk-0210,㓟,U+34DF,1,false,1,hust-obc-src-cat-0233,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
