candidate_component_id,candidate_subcharacter_id,candidate_directory,primary_external_ref_id,source_subcharacter_uid,source_main_character_uid,main_character_external_ref_id,glyph_codepoint_count,rights_status,object_status,review_status,research_boundary,updated_at
obs-comp-cand-001201,obimd-sub-cand-001201,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1201_obs-comp-cand-001201_obimd-sub-10sh1f47vw_component-candidate,obimd-sub-10sh1f47vw,10sh1f47vw,10sh1f47vw,obimd-main-10sh1f47vw,11,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001202,obimd-sub-cand-001202,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1202_obs-comp-cand-001202_obimd-sub-m9q3n9zj10_component-candidate,obimd-sub-m9q3n9zj10,m9q3n9zj10,m9q3n9zj10,obimd-main-m9q3n9zj10,28,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001203,obimd-sub-cand-001203,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1203_obs-comp-cand-001203_obimd-sub-b24z10bqcf_component-candidate,obimd-sub-b24z10bqcf,b24z10bqcf,m9q3n9zj10,obimd-main-m9q3n9zj10,4,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001204,obimd-sub-cand-001204,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1204_obs-comp-cand-001204_obimd-sub-1l0us6kkug_component-candidate,obimd-sub-1l0us6kkug,1l0us6kkug,1l0us6kkug,obimd-main-1l0us6kkug,52,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001205,obimd-sub-cand-001205,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1205_obs-comp-cand-001205_obimd-sub-jgdbp661hw_component-candidate,obimd-sub-jgdbp661hw,jgdbp661hw,jgdbp661hw,obimd-main-jgdbp661hw,63,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001206,obimd-sub-cand-001206,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1206_obs-comp-cand-001206_obimd-sub-shhzugl17n_component-candidate,obimd-sub-shhzugl17n,shhzugl17n,shhzugl17n,obimd-main-shhzugl17n,13,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001207,obimd-sub-cand-001207,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1207_obs-comp-cand-001207_obimd-sub-4d13zxr5z1_component-candidate,obimd-sub-4d13zxr5z1,4d13zxr5z1,shhzugl17n,obimd-main-shhzugl17n,17,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001208,obimd-sub-cand-001208,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1208_obs-comp-cand-001208_obimd-sub-ckhg2g5iq2_component-candidate,obimd-sub-ckhg2g5iq2,ckhg2g5iq2,ckhg2g5iq2,obimd-main-ckhg2g5iq2,2,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001209,obimd-sub-cand-001209,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1209_obs-comp-cand-001209_obimd-sub-lsh0azwee5_component-candidate,obimd-sub-lsh0azwee5,lsh0azwee5,lsh0azwee5,obimd-main-lsh0azwee5,16,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
obs-comp-cand-001210,obimd-sub-cand-001210,corpus/003_graphemic-components/013_001201-001300_obs-comp-cand-bucket_component-candidates/1210_obs-comp-cand-001210_obimd-sub-4ngyfl15yr_component-candidate,obimd-sub-4ngyfl15yr,4ngyfl15yr,lsh0azwee5,obimd-main-lsh0azwee5,6,licensed_for_repository,dataset_candidate_not_promoted,needs_human_component_review,dataset_component_candidate_only_not_formal_component_record_not_component_assignment,2026-06-20
